"booking_id","customer_segment","service_type","customer_age","city","payment_method","booking_channel","distance_km_clean","estimated_duration_min","time_period","is_weekend","promo_code_used","discount_amount_vnd","traffic_level","weather_condition","basket_value_vnd"
"GB2025002577","Student","GrabMart",57,"Can Tho","Cash","Mobile App",5.11,16.5,"Night","Weekday","None",0,"Medium","Cloudy",231000
"GB2025002578","Frequent User","GrabFood",30,"Ho Chi Minh City","Card","Mobile App",6.86,34.6,"Early Morning","Weekend","None",0,"Medium","Clear",372000
"GB2025002584","Working Professional","GrabMart",27,"Da Nang","Card","Mobile App",8.16,37.5,"Morning","Weekday","None",0,"Low","Cloudy",145000
"GB2025002596","Working Professional","GrabFood",50,"Da Nang","Cash","Mobile App",3.7,17.7,"Lunch","Weekday","LOYALTY",2000,"Low","Cloudy",259000
"GB2025002598","Corporate","GrabMart",49,"Da Nang","Card","Mobile App",5.57,18.2,"Early Morning","Weekday","WELCOME",7000,"Low","Clear",125000
"GB2025002600","Family","GrabFood",23,"Ho Chi Minh City","Moca Wallet","Mobile App",2.29,14.2,"Early Morning","Weekend","RIDE10",6000,"High","Clear",203000
"GB2025002601","Frequent User","GrabFood",47,"Ho Chi Minh City","Card","Mobile App",4.24,21.5,"Lunch","Weekday","RIDE10",7000,"Medium","Cloudy",401000
"GB2025002602","Tourist","GrabFood",26,"Can Tho","Cash","Mobile App",1.3,4.3,"Evening","Weekday","WELCOME",2000,"Low","Clear",199000
"GB2025002608","Family","GrabMart",58,"Hanoi","Cash","Mobile App",1.79,7.1,"Evening","Weekday","None",0,"Medium","Cloudy",340000
"GB2025002609","Family","GrabMart",49,"Ho Chi Minh City","Moca Wallet","Mobile App",1.25,6.6,"Afternoon","Weekend","RIDE10",1000,"Medium","Clear",164000
"GB2025002613","Corporate","GrabFood",36,"Nha Trang","Corporate Account","Mobile App",3.97,13.5,"Evening","Weekend","None",0,"Medium","Clear",179000
"GB2025002614","Student","GrabMart",62,"Da Nang","Cash","Mobile App",2.96,11.2,"Morning","Weekday","None",0,"Low","Cloudy",128000
"GB2025002615","Corporate","GrabFood",33,"Can Tho","Cash","Mobile App",8.51,27.5,"Early Morning","Weekday","None",0,"Low","Rain",445000
"GB2025002616","Student","GrabFood",49,"Hanoi","Cash","Partner App",3.96,20.9,"Evening","Weekday","WELCOME",7000,"Medium","Cloudy",131000
"GB2025002617","Student","GrabFood",46,"Nha Trang","Card","Mobile App",4.1,13.8,"Morning","Weekday","WEEKEND",5000,"High","Cloudy",209000
"GB2025002623","Student","GrabFood",27,"Hanoi","Card","Partner App",0.68,2.9,"Afternoon","Weekend","WEEKEND",2000,"Medium","Cloudy",295000
"GB2025002626","Working Professional","GrabMart",40,"Ho Chi Minh City","Moca Wallet","Mobile App",2.74,14.7,"Morning","Weekday","None",0,"Medium","Cloudy",304000
"GB2025002627","Tourist","GrabFood",24,"Da Nang","Card","Mobile App",9.06,46.7,"Evening","Weekday","None",0,"High","Cloudy",380000
"GB2025002630","Student","GrabFood",44,"Ho Chi Minh City","Cash","Mobile App",1.78,5,"Evening","Weekday","LOYALTY",3000,"Medium","Cloudy",268000
"GB2025002633","Student","GrabFood",37,"Ho Chi Minh City","Cash","Mobile App",1.65,7.6,"Early Morning","Weekday","LOYALTY",1000,"Low","Clear",396000
"GB2025002634","Corporate","GrabFood",18,"Da Nang","Moca Wallet","Mobile App",4.76,13.6,"Lunch","Weekday","None",0,"Low","Clear",252000
"GB2025002641","Student","GrabFood",55,"Da Nang","Cash","Mobile App",2.23,13.7,"Evening","Weekday","Unknown",0,"High","Rain",384000
"GB2025002652","Working Professional","GrabFood",20,"Hai Phong","Card","Mobile App",3.97,20.7,"Morning","Weekday","None",0,"Medium","Clear",1e+05
"GB2025002658","Frequent User","GrabFood",51,"Hanoi","Unknown","Mobile App",2.16,10.3,"Evening","Weekend","None",0,"Low","Rain",371000
"GB2025002659","Tourist","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",5.85,26.7,"Evening","Weekday","None",0,"Low","Unknown",178000
"GB2025002667","Tourist","GrabFood",37,"Ho Chi Minh City","Cash","Mobile App",3.12,21,"Lunch","Weekend","None",0,"High","Cloudy",150000
"GB2025002670","Corporate","GrabFood",36,"Nha Trang","Corporate Account","Mobile App",2.13,5.3,"Night","Weekday","RIDE10",3000,"Low","Clear",252000
"GB2025002675","Frequent User","GrabMart",45,"Ho Chi Minh City","Moca Wallet","Mobile App",3.26,8.6,"Morning","Weekday","None",0,"Medium","Clear",278000
"GB2025002679","Tourist","GrabFood",50,"Hanoi","Moca Wallet","Mobile App",3.12,13.9,"Evening","Weekday","WELCOME",5000,"High","Clear",116000
"GB2025002692","Frequent User","GrabFood",36,"Hanoi","Corporate Account","Mobile App",3.44,16.2,"Lunch","Weekday","RIDE10",2000,"Low","Heavy Rain",242000
"GB2025002693","Working Professional","GrabFood",41,"Ho Chi Minh City","Cash","Mobile App",2.44,10.9,"Lunch","Weekday","None",0,"Low","Cloudy",411000
"GB2025002695","Family","GrabFood",49,"Hanoi","Cash","Mobile App",1.9,8.8,"Early Morning","Weekday","None",0,"High","Heavy Rain",95000
"GB2025002697","Tourist","GrabFood",37,"Da Nang","Cash","Mobile App",2.94,16.7,"Lunch","Weekday","None",0,"High","Clear",232000
"GB2025002704","Student","GrabMart",54,"Ho Chi Minh City","Cash","Mobile App",3.12,8,"Night","Weekend","None",0,"Medium","Cloudy",58000
"GB2025002710","Student","GrabFood",50,"Hanoi","Cash","Mobile App",4.05,18.6,"Afternoon","Weekday","None",0,"Low","Clear",260000
"GB2025002713","Family","GrabFood",59,"Hanoi","Moca Wallet","Mobile App",1.82,7.9,"Night","Weekday","None",0,"Medium","Clear",137000
"GB2025002716","Frequent User","GrabMart",42,"Hanoi","Cash","Partner App",4.27,27.7,"Evening","Weekend","None",0,"High","Rain",352000
"GB2025002717","Corporate","GrabFood",55,"Ho Chi Minh City","Card","Mobile App",4.45,14.8,"Morning","Weekday","WELCOME",5000,"Low","Cloudy",386000
"GB2025002726","Family","GrabFood",48,"Can Tho","Moca Wallet","Mobile App",5.11,23.5,"Early Morning","Weekday","None",0,"Low","Cloudy",385000
"GB2025002728","Frequent User","GrabFood",27,"Ho Chi Minh City","Card","Mobile App",6.4,21.4,"Night","Weekend","WELCOME",9000,"High","Cloudy",342000
"GB2025002735","Student","GrabMart",40,"Hanoi","Unknown","Mobile App",3.77,19.6,"Early Morning","Weekday","None",0,"Severe","Clear",59000
"GB2025002741","Family","GrabFood",32,"Da Nang","Cash","Mobile App",1.76,6.6,"Afternoon","Weekday","None",0,"Low","Unknown",412000
"GB2025002742","Tourist","GrabFood",50,"Can Tho","Card","Mobile App",1.01,5.5,"Morning","Weekday","None",0,"High","Clear",286000
"GB2025002746","Corporate","GrabFood",37,"Bien Hoa","Cash","Mobile App",4.86,14.1,"Morning","Weekday","None",0,"Medium","Cloudy",409000
"GB2025002755","Corporate","GrabFood",38,"Ho Chi Minh City","Cash","Mobile App",5.57,29.3,"Evening","Weekday","LOYALTY",4000,"High","Clear",336000
"GB2025002757","Tourist","GrabFood",41,"Hanoi","Cash","Mobile App",3.34,10.9,"Night","Weekend","FOOD20",4000,"Medium","Clear",64000
"GB2025002768","Family","GrabFood",31,"Bien Hoa","Moca Wallet","Mobile App",1.99,6,"Afternoon","Weekend","WEEKEND",4000,"Low","Cloudy",192000
"GB2025002774","Family","GrabFood",54,"Da Nang","Card","Mobile App",2.97,14.1,"Afternoon","Weekday","WEEKEND",3000,"Unknown","Cloudy",402000
"GB2025002776","Student","GrabFood",49,"Hai Phong","Corporate Account","Mobile App",5.01,13.1,"Early Morning","Weekday","RIDE10",3000,"Low","Clear",134000
"GB2025002779","Corporate","GrabMart",34,"Ho Chi Minh City","Card","Mobile App",6.78,21.7,"Evening","Weekday","None",0,"High","Cloudy",273000
"GB2025002780","Corporate","GrabFood",23,"Ho Chi Minh City","Corporate Account","Mobile App",4.86,21.1,"Lunch","Weekend","WEEKEND",6000,"Low","Cloudy",166000
"GB2025002786","Tourist","GrabFood",34,"Hue","Card","Mobile App",1.14,6,"Lunch","Weekend","None",0,"High","Clear",55000
"GB2025002787","Corporate","GrabFood",53,"Ho Chi Minh City","Cash","Mobile App",4.39,18.9,"Night","Weekday","LOYALTY",6000,"Low","Clear",243000
"GB2025002789","Corporate","GrabFood",47,"Ho Chi Minh City","Corporate Account","Mobile App",2.07,10.1,"Evening","Weekday","RIDE10",2000,"Medium","Cloudy",355000
"GB2025002792","Frequent User","GrabFood",25,"Hanoi","Cash","Mobile App",2.38,8.1,"Morning","Weekday","RIDE10",2000,"Medium","Clear",192000
"GB2025002799","Working Professional","GrabMart",25,"Ho Chi Minh City","Cash","Mobile App",8.95,43.4,"Morning","Weekday","None",0,"Medium","Cloudy",212000
"GB2025002801","Tourist","GrabMart",22,"Nha Trang","Card","Mobile App",2.91,7,"Early Morning","Weekday","None",0,"Unknown","Clear",172000
"GB2025002812","Family","GrabMart",31,"Ho Chi Minh City","Moca Wallet","Mobile App",3.27,13.3,"Early Morning","Weekday","WEEKEND",4000,"Low","Clear",45000
"GB2025002815","Student","GrabMart",25,"Ho Chi Minh City","Card","Mobile App",3.13,9.9,"Evening","Weekday","LOYALTY",5000,"Medium","Rain",351000
"GB2025002816","Frequent User","GrabFood",30,"Ho Chi Minh City","Cash","Mobile App",1.44,6.8,"Night","Weekend","None",0,"Low","Cloudy",159000
"GB2025002818","Frequent User","GrabFood",19,"Ho Chi Minh City","Moca Wallet","Mobile App",6.37,37.6,"Evening","Weekday","None",0,"High","Cloudy",426000
"GB2025002819","Working Professional","GrabFood",54,"Ho Chi Minh City","Moca Wallet","Mobile App",4.87,18.1,"Night","Weekday","None",0,"Medium","Clear",316000
"GB2025002820","Corporate","GrabFood",46,"Hai Phong","Card","Mobile App",2.42,5.5,"Morning","Weekday","None",0,"Low","Clear",69000
"GB2025002821","Working Professional","GrabMart",59,"Hai Phong","Moca Wallet","Mobile App",2.89,16.8,"Night","Weekday","RIDE10",2000,"High","Cloudy",395000
"GB2025002822","Frequent User","GrabFood",36,"Hanoi","Cash","Mobile App",1.45,5.4,"Early Morning","Weekend","MART15",1000,"High","Unknown",293000
"GB2025002827","Tourist","GrabFood",36,"Ho Chi Minh City","Cash","Mobile App",16.96,72.8,"Evening","Weekday","MART15",9000,"High","Clear",59000
"GB2025002828","Frequent User","GrabFood",20,"Bien Hoa","Cash","Mobile App",1.8,4.8,"Morning","Weekday","None",0,"Low","Cloudy",247000
"GB2025002829","Family","GrabFood",45,"Hue","Card","Mobile App",3.25,19.6,"Evening","Weekday","None",0,"High","Clear",312000
"GB2025002841","Frequent User","GrabMart",48,"Ho Chi Minh City","Cash","Mobile App",6.46,16,"Night","Weekend","FOOD20",4000,"Low","Cloudy",415000
"GB2025002843","Working Professional","GrabFood",55,"Ho Chi Minh City","Cash","Mobile App",2.57,15.6,"Morning","Weekday","FOOD20",2000,"High","Clear",404000
"GB2025002844","Student","GrabFood",57,"Hanoi","Moca Wallet","Mobile App",2.58,9.2,"Morning","Weekday","None",0,"Severe","Clear",306000
"GB2025002846","Corporate","GrabFood",62,"Ho Chi Minh City","Card","Mobile App",2.96,8.6,"Evening","Weekend","None",0,"Medium","Cloudy",233000
"GB2025002849","Student","GrabMart",58,"Hanoi","Cash","Mobile App",3.32,16.3,"Night","Weekday","None",0,"Medium","Clear",439000
"GB2025002851","Frequent User","GrabFood",24,"Ho Chi Minh City","Moca Wallet","Mobile App",4.07,12.4,"Afternoon","Weekend","None",0,"Medium","Rain",46000
"GB2025002856","Tourist","GrabFood",51,"Ho Chi Minh City","Moca Wallet","Mobile App",4.41,18.2,"Afternoon","Weekend","FOOD20",6000,"Medium","Cloudy",135000
"GB2025002862","Frequent User","GrabMart",42,"Bien Hoa","Corporate Account","Mobile App",3.03,10.9,"Evening","Weekday","None",0,"Low","Clear",207000
"GB2025002865","Frequent User","GrabFood",33,"Hanoi","Card","Mobile App",3.12,22.8,"Early Morning","Weekday","None",0,"Medium","Rain",76000
"GB2025002867","Working Professional","GrabMart",59,"Ho Chi Minh City","Card","Mobile App",1.62,3.7,"Evening","Weekday","Unknown",0,"Low","Cloudy",238000
"GB2025002876","Family","GrabMart",26,"Ho Chi Minh City","Cash","Mobile App",2.97,11.3,"Evening","Weekday","None",0,"Medium","Cloudy",175000
"GB2025002879","Family","GrabFood",57,"Da Nang","Moca Wallet","Mobile App",7.25,33.4,"Early Morning","Weekday","None",0,"High","Rain",192000
"GB2025002884","Family","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",3.35,12.3,"Lunch","Weekday","None",0,"Low","Cloudy",354000
"GB2025002887","Student","GrabFood",39,"Nha Trang","Moca Wallet","Mobile App",7.46,28.2,"Afternoon","Weekend","None",0,"Low","Cloudy",321000
"GB2025002892","Working Professional","GrabFood",59,"Ho Chi Minh City","Card","Mobile App",6.17,24.1,"Afternoon","Weekday","FOOD20",5000,"High","Clear",397000
"GB2025002895","Student","GrabMart",55,"Hanoi","Card","Mobile App",2.12,13.4,"Night","Weekday","None",0,"High","Cloudy",255000
"GB2025002896","Family","GrabMart",33,"Ho Chi Minh City","Moca Wallet","Mobile App",2.07,13,"Lunch","Weekend","FOOD20",2000,"High","Cloudy",238000
"GB2025002900","Tourist","GrabFood",46,"Hanoi","Moca Wallet","Mobile App",3.44,15.7,"Night","Weekday","None",0,"Low","Cloudy",372000
"GB2025002902","Tourist","GrabFood",59,"Hai Phong","Card","Mobile App",7.05,26.2,"Early Morning","Weekday","None",0,"Low","Clear",314000
"GB2025002903","Family","GrabFood",24,"Ho Chi Minh City","Cash","Mobile App",4.22,17.3,"Lunch","Weekday","MART15",4000,"Medium","Rain",336000
"GB2025002904","Frequent User","GrabMart",32,"Hanoi","Cash","Mobile App",2.94,13.7,"Lunch","Weekday","None",0,"Medium","Clear",107000
"GB2025002906","Corporate","GrabFood",60,"Da Nang","Cash","Mobile App",2.57,8.5,"Evening","Weekday","FOOD20",3000,"High","Clear",146000
"GB2025002907","Student","GrabFood",50,"Hanoi","Moca Wallet","Mobile App",3.26,17.9,"Morning","Weekday","None",0,"Medium","Cloudy",185000
"GB2025002912","Tourist","GrabFood",46,"Hai Phong","Moca Wallet","Mobile App",2.23,10,"Evening","Weekday","None",0,"Severe","Rain",65000
"GB2025002917","Corporate","GrabFood",51,"Ho Chi Minh City","Card","Mobile App",2.61,15.7,"Evening","Weekday","None",0,"Severe","Clear",316000
"GB2025002919","Family","GrabFood",38,"Ho Chi Minh City","Cash","Mobile App",3.82,19.3,"Evening","Weekend","None",0,"Medium","Cloudy",121000
"GB2025002920","Working Professional","GrabMart",22,"Ho Chi Minh City","Cash","Mobile App",6.77,31.6,"Afternoon","Weekday","None",0,"Low","Rain",148000
"GB2025002923","Tourist","GrabMart",49,"Can Tho","Cash","Mobile App",4.08,14.9,"Evening","Weekday","RIDE10",5000,"Low","Clear",342000
"GB2025002931","Student","GrabFood",33,"Hanoi","Moca Wallet","Mobile App",2.87,15.6,"Evening","Weekday","None",0,"High","Clear",133000
"GB2025002946","Frequent User","GrabFood",28,"Hue","Cash","Web Booking",5.2,17.3,"Afternoon","Weekend","None",0,"Medium","Clear",287000
"GB2025002954","Working Professional","GrabFood",28,"Can Tho","Unknown","Mobile App",1.57,7.8,"Night","Weekday","WELCOME",2000,"High","Cloudy",72000
"GB2025002956","Working Professional","GrabFood",24,"Hanoi","Cash","Mobile App",2.33,9.7,"Morning","Weekday","LOYALTY",5000,"Medium","Clear",248000
"GB2025002963","Corporate","GrabMart",47,"Ho Chi Minh City","Moca Wallet","Mobile App",2.33,12.8,"Early Morning","Weekday","WELCOME",3000,"Medium","Rain",52000
"GB2025002965","Tourist","GrabFood",56,"Hue","Cash","Mobile App",2.95,10.9,"Evening","Weekday","None",0,"High","Cloudy",171000
"GB2025002967","Student","GrabFood",18,"Hanoi","Cash","Mobile App",2.09,8.5,"Early Morning","Weekend","None",0,"Low","Clear",217000
"GB2025002969","Corporate","GrabFood",23,"Hanoi","Moca Wallet","Mobile App",8.16,32.6,"Lunch","Weekday","None",0,"Medium","Clear",193000
"GB2025002974","Student","GrabFood",20,"Ho Chi Minh City","Card","Mobile App",1.3,5.1,"Morning","Weekend","None",0,"High","Clear",128000
"GB2025002982","Family","GrabMart",43,"Ho Chi Minh City","Moca Wallet","Mobile App",4.01,18.9,"Morning","Weekday","None",0,"Low","Clear",418000
"GB2025002985","Student","GrabFood",28,"Ho Chi Minh City","Moca Wallet","Mobile App",0.81,2.6,"Early Morning","Weekday","None",0,"Medium","Rain",149000
"GB2025002986","Student","GrabFood",61,"Hanoi","Cash","Mobile App",9.01,36,"Early Morning","Weekday","LOYALTY",6000,"Medium","Clear",380000
"GB2025002987","Corporate","GrabFood",57,"Ho Chi Minh City","Corporate Account","Mobile App",5.31,17.5,"Early Morning","Weekday","None",0,"Low","Clear",218000
"GB2025002990","Working Professional","GrabFood",48,"Da Nang","Card","Mobile App",1.12,4.3,"Lunch","Weekday","WELCOME",3000,"Medium","Cloudy",352000
"GB2025002995","Family","GrabFood",60,"Da Nang","Moca Wallet","Mobile App",3.12,36.6,"Early Morning","Weekend","None",0,"Medium","Clear",69000
"GB2025002996","Working Professional","GrabMart",33,"Ho Chi Minh City","Corporate Account","Mobile App",5.9,20.3,"Early Morning","Weekday","None",0,"Low","Clear",235000
"GB2025003009","Student","GrabFood",59,"Hue","Cash","Mobile App",4.48,22.6,"Morning","Weekday","WELCOME",8000,"Medium","Cloudy",350000
"GB2025003016","Frequent User","GrabFood",59,"Hanoi","Cash","Mobile App",4.81,13.7,"Morning","Weekday","FOOD20",3000,"Medium","Rain",449000
"GB2025003017","Student","GrabFood",29,"Hanoi","Moca Wallet","Mobile App",3.07,10.8,"Morning","Weekday","None",0,"Low","Rain",150000
"GB2025003023","Frequent User","GrabMart",53,"Ho Chi Minh City","Moca Wallet","Partner App",1.05,6,"Evening","Weekday","None",0,"High","Cloudy",366000
"GB2025003030","Tourist","GrabFood",56,"Bien Hoa","Corporate Account","Mobile App",3.12,18,"Lunch","Weekend","None",0,"Low","Cloudy",309000
"GB2025003031","Working Professional","GrabFood",37,"Da Nang","Cash","Mobile App",1.44,5.7,"Early Morning","Weekday","RIDE10",3000,"Low","Clear",147000
"GB2025003033","Student","GrabFood",54,"Da Nang","Card","Mobile App",2.64,9,"Evening","Weekday","None",0,"Medium","Rain",431000
"GB2025003035","Corporate","GrabFood",59,"Ho Chi Minh City","Cash","Mobile App",5.9,29.1,"Afternoon","Weekday","None",0,"Medium","Rain",2e+05
"GB2025003038","Family","GrabFood",28,"Ho Chi Minh City","Cash","Mobile App",1.94,4.5,"Morning","Weekday","None",0,"Low","Cloudy",296000
"GB2025003042","Corporate","GrabMart",18,"Ho Chi Minh City","Card","Partner App",1.03,7,"Morning","Weekday","None",0,"Severe","Cloudy",230000
"GB2025003044","Working Professional","GrabMart",37,"Ho Chi Minh City","Card","Mobile App",6.81,21.9,"Early Morning","Weekend","RIDE10",4000,"Low","Clear",64000
"GB2025003053","Corporate","GrabFood",48,"Da Nang","Card","Mobile App",5.69,31.1,"Night","Weekend","None",0,"High","Cloudy",283000
"GB2025003056","Student","GrabFood",26,"Hanoi","Moca Wallet","Mobile App",1.8,5.2,"Night","Weekday","None",0,"Low","Clear",246000
"GB2025003060","Working Professional","GrabFood",62,"Ho Chi Minh City","Cash","Mobile App",3.12,3.6,"Morning","Weekday","None",0,"High","Cloudy",406000
"GB2025003063","Tourist","GrabFood",39,"Hanoi","Cash","Mobile App",8.34,26.6,"Lunch","Weekday","WEEKEND",12000,"High","Clear",249000
"GB2025003065","Family","GrabFood",55,"Ho Chi Minh City","Moca Wallet","Mobile App",2.47,18.1,"Night","Weekday","WEEKEND",3000,"Severe","Clear",412000
"GB2025003066","Family","GrabFood",49,"Can Tho","Cash","Mobile App",1.59,4.5,"Early Morning","Weekend","None",0,"Medium","Cloudy",221000
"GB2025003072","Working Professional","GrabMart",34,"Ho Chi Minh City","Moca Wallet","Mobile App",0.98,4.4,"Morning","Weekday","None",0,"Low","Clear",333000
"GB2025003074","Student","GrabFood",22,"Hanoi","Cash","Mobile App",3.12,16.9,"Early Morning","Weekday","None",0,"Medium","Rain",75000
"GB2025003076","Corporate","GrabFood",41,"Ho Chi Minh City","Cash","Mobile App",2.18,11.8,"Morning","Weekday","None",0,"Medium","Clear",237000
"GB2025003077","Corporate","GrabFood",45,"Ho Chi Minh City","Card","Mobile App",1.73,9.3,"Early Morning","Weekday","None",0,"Medium","Cloudy",77000
"GB2025003085","Frequent User","GrabFood",52,"Ho Chi Minh City","Cash","Mobile App",1.25,7.7,"Afternoon","Weekday","MART15",2000,"High","Clear",190000
"GB2025003087","Tourist","GrabFood",29,"Ho Chi Minh City","Unknown","Mobile App",3.44,15.6,"Lunch","Weekday","None",0,"Low","Clear",335000
"GB2025003089","Student","GrabFood",48,"Ho Chi Minh City","Cash","Mobile App",9.32,38,"Early Morning","Weekend","None",0,"Low","Cloudy",231000
"GB2025003096","Frequent User","GrabMart",29,"Ho Chi Minh City","Card","Mobile App",2.06,12.5,"Early Morning","Weekend","FOOD20",6000,"High","Cloudy",136000
"GB2025003120","Student","GrabFood",39,"Da Nang","Card","Mobile App",5.67,33.2,"Evening","Weekday","RIDE10",7000,"Severe","Rain",84000
"GB2025003122","Corporate","GrabMart",61,"Hanoi","Moca Wallet","Mobile App",7.7,25.3,"Evening","Weekend","None",0,"Medium","Unknown",437000
"GB2025003165","Working Professional","GrabFood",54,"Ho Chi Minh City","Moca Wallet","Mobile App",3.12,21.8,"Early Morning","Weekend","LOYALTY",4000,"Low","Clear",428000
"GB2025003178","Family","GrabMart",26,"Bien Hoa","Cash","Mobile App",0.63,3.1,"Early Morning","Weekend","None",0,"High","Cloudy",245000
"GB2025003181","Tourist","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",3.46,14.7,"Early Morning","Weekday","None",0,"Low","Cloudy",75000
"GB2025003183","Student","GrabMart",30,"Nha Trang","Moca Wallet","Mobile App",1.96,10.5,"Evening","Weekday","WEEKEND",1000,"High","Clear",335000
"GB2025003190","Family","GrabFood",43,"Da Nang","Moca Wallet","Mobile App",4.75,25.4,"Morning","Weekday","None",0,"High","Cloudy",347000
"GB2025003195","Family","GrabFood",19,"Ho Chi Minh City","Cash","Mobile App",1.31,4.8,"Morning","Weekday","None",0,"Medium","Clear",208000
"GB2025003196","Frequent User","GrabFood",31,"Hai Phong","Card","Mobile App",4.87,22.7,"Morning","Weekday","None",0,"High","Rain",211000
"GB2025003202","Corporate","GrabFood",18,"Nha Trang","Cash","Mobile App",3.16,19.5,"Lunch","Weekday","None",0,"Severe","Rain",198000
"GB2025003215","Tourist","GrabFood",57,"Can Tho","Cash","Mobile App",1.61,8.1,"Morning","Weekday","FOOD20",2000,"Medium","Cloudy",201000
"GB2025003216","Working Professional","GrabFood",56,"Bien Hoa","Moca Wallet","Mobile App",5.66,26.5,"Early Morning","Weekday","None",0,"Low","Clear",146000
"GB2025003217","Corporate","GrabMart",23,"Nha Trang","Corporate Account","Mobile App",2.02,9.7,"Evening","Weekday","None",0,"Medium","Cloudy",318000
"GB2025003227","Corporate","GrabFood",45,"Hai Phong","Moca Wallet","Mobile App",1.99,9.3,"Early Morning","Weekday","None",0,"High","Cloudy",110000
"GB2025003235","Corporate","GrabFood",22,"Hanoi","Moca Wallet","Mobile App",3.63,11.2,"Early Morning","Weekday","None",0,"High","Clear",54000
"GB2025003249","Corporate","GrabFood",36,"Bien Hoa","Cash","Mobile App",2.14,6.1,"Lunch","Weekday","WELCOME",2000,"Medium","Cloudy",267000
"GB2025003253","Frequent User","GrabMart",59,"Ho Chi Minh City","Cash","Mobile App",4.63,17.4,"Evening","Weekday","None",0,"Unknown","Clear",212000
"GB2025003256","Frequent User","GrabFood",43,"Ho Chi Minh City","Cash","Mobile App",4.25,13.1,"Evening","Weekend","None",0,"Low","Clear",362000
"GB2025003257","Family","GrabFood",20,"Da Nang","Card","Mobile App",4.21,23,"Evening","Weekend","None",0,"High","Rain",199000
"GB2025003258","Family","GrabFood",52,"Hai Phong","Cash","Mobile App",3.28,10,"Afternoon","Weekend","None",0,"Low","Cloudy",156000
"GB2025003260","Family","GrabMart",40,"Hai Phong","Cash","Mobile App",1.4,8.9,"Evening","Weekend","None",0,"High","Clear",57000
"GB2025003262","Working Professional","GrabMart",60,"Hanoi","Cash","Mobile App",8.22,55.2,"Evening","Weekend","None",0,"Severe","Clear",107000
"GB2025003275","Working Professional","GrabMart",43,"Da Nang","Card","Mobile App",4.47,17.9,"Early Morning","Weekend","MART15",6000,"Medium","Clear",316000
"GB2025003295","Family","GrabFood",49,"Hanoi","Moca Wallet","Mobile App",3.12,5.5,"Afternoon","Weekday","None",0,"Medium","Heavy Rain",164000
"GB2025003302","Student","GrabMart",55,"Nha Trang","Corporate Account","Mobile App",1.3,6.9,"Lunch","Weekend","None",0,"High","Clear",310000
"GB2025003305","Tourist","GrabFood",52,"Bien Hoa","Corporate Account","Mobile App",5.5,17.9,"Early Morning","Weekday","None",0,"Low","Unknown",211000
"GB2025003309","Tourist","GrabFood",57,"Ho Chi Minh City","Card","Mobile App",3.12,22.5,"Early Morning","Weekday","None",0,"Medium","Rain",398000
"GB2025003317","Student","GrabMart",50,"Da Nang","Cash","Mobile App",2.61,10.3,"Morning","Weekday","FOOD20",5000,"High","Clear",64000
"GB2025003318","Family","GrabFood",62,"Hanoi","Card","Mobile App",3.13,15.2,"Morning","Weekday","None",0,"High","Cloudy",348000
"GB2025003323","Corporate","GrabFood",20,"Da Nang","Card","Mobile App",6.36,26.8,"Evening","Weekday","LOYALTY",10000,"Medium","Clear",270000
"GB2025003333","Corporate","GrabFood",30,"Hanoi","Cash","Partner App",3.18,11.9,"Evening","Weekday","None",0,"Low","Cloudy",61000
"GB2025003336","Family","GrabFood",58,"Ho Chi Minh City","Cash","Mobile App",2.64,12.3,"Lunch","Weekday","WEEKEND",2000,"Medium","Clear",262000
"GB2025003339","Corporate","GrabFood",26,"Hanoi","Moca Wallet","Mobile App",1.14,3.7,"Night","Weekday","None",0,"Medium","Clear",443000
"GB2025003342","Frequent User","GrabFood",41,"Hanoi","Moca Wallet","Mobile App",3.39,10,"Early Morning","Weekday","None",0,"Low","Clear",319000
"GB2025003344","Frequent User","GrabFood",39,"Da Nang","Moca Wallet","Mobile App",2.12,6.8,"Early Morning","Weekend","WEEKEND",2000,"Low","Clear",369000
"GB2025003348","Family","GrabFood",56,"Da Nang","Cash","Mobile App",1.99,7.7,"Evening","Weekday","None",0,"High","Cloudy",321000
"GB2025003350","Working Professional","GrabMart",44,"Hanoi","Moca Wallet","Mobile App",3.18,9.9,"Lunch","Weekday","WELCOME",2000,"Low","Clear",131000
"GB2025003366","Working Professional","GrabFood",39,"Hanoi","Cash","Mobile App",1.36,6.4,"Early Morning","Weekend","None",0,"High","Clear",145000
"GB2025003368","Student","GrabMart",38,"Ho Chi Minh City","Cash","Mobile App",4.94,21.8,"Evening","Weekend","None",0,"Medium","Cloudy",394000
"GB2025003369","Family","GrabFood",39,"Hanoi","Cash","Mobile App",1.97,8.9,"Lunch","Weekend","WEEKEND",4000,"High","Cloudy",425000
"GB2025003374","Family","GrabFood",49,"Hai Phong","Moca Wallet","Mobile App",9.32,22.5,"Early Morning","Weekend","None",0,"Low","Rain",170000
"GB2025003375","Family","GrabFood",19,"Hue","Cash","Mobile App",3.39,17.2,"Evening","Weekday","None",0,"Medium","Clear",285000
"GB2025003376","Tourist","GrabMart",32,"Da Nang","Cash","Mobile App",5.64,26.5,"Lunch","Weekday","Unknown",4000,"Low","Clear",92000
