"booking_id","customer_segment","service_type","customer_age","city","payment_method","booking_channel","distance_km_clean","time_period","is_weekend","promo_code_used","discount_amount_vnd","traffic_level","weather_condition","basket_value_vnd"
"GB2025002675","Frequent User","GrabMart",45,"Ho Chi Minh City","Moca Wallet","Mobile App",3.26,"Morning","Weekday","None",0,"Medium","Clear",278000
"GB2025002679","Tourist","GrabFood",50,"Hanoi","Moca Wallet","Mobile App",3.12,"Evening","Weekday","WELCOME",5000,"High","Clear",116000
"GB2025002692","Frequent User","GrabFood",36,"Hanoi","Corporate Account","Mobile App",3.44,"Lunch","Weekday","RIDE10",2000,"Low","Heavy Rain",242000
"GB2025002693","Working Professional","GrabFood",41,"Ho Chi Minh City","Cash","Mobile App",2.44,"Lunch","Weekday","None",0,"Low","Cloudy",411000
"GB2025002695","Family","GrabFood",49,"Hanoi","Cash","Mobile App",1.9,"Early Morning","Weekday","None",0,"High","Heavy Rain",95000
"GB2025002697","Tourist","GrabFood",37,"Da Nang","Cash","Mobile App",2.94,"Lunch","Weekday","None",0,"High","Clear",232000
"GB2025002704","Student","GrabMart",54,"Ho Chi Minh City","Cash","Mobile App",3.12,"Night","Weekend","None",0,"Medium","Cloudy",58000
"GB2025002710","Student","GrabFood",50,"Hanoi","Cash","Mobile App",4.05,"Afternoon","Weekday","None",0,"Low","Clear",260000
"GB2025002713","Family","GrabFood",59,"Hanoi","Moca Wallet","Mobile App",1.82,"Night","Weekday","None",0,"Medium","Clear",137000
"GB2025002716","Frequent User","GrabMart",42,"Hanoi","Cash","Partner App",4.27,"Evening","Weekend","None",0,"High","Rain",352000
"GB2025002717","Corporate","GrabFood",55,"Ho Chi Minh City","Card","Mobile App",4.45,"Morning","Weekday","WELCOME",5000,"Low","Cloudy",386000
"GB2025002726","Family","GrabFood",48,"Can Tho","Moca Wallet","Mobile App",5.11,"Early Morning","Weekday","None",0,"Low","Cloudy",385000
"GB2025002728","Frequent User","GrabFood",27,"Ho Chi Minh City","Card","Mobile App",6.4,"Night","Weekend","WELCOME",9000,"High","Cloudy",342000
"GB2025002735","Student","GrabMart",40,"Hanoi","Unknown","Mobile App",3.77,"Early Morning","Weekday","None",0,"Severe","Clear",59000
"GB2025002741","Family","GrabFood",32,"Da Nang","Cash","Mobile App",1.76,"Afternoon","Weekday","None",0,"Low","Unknown",412000
"GB2025002742","Tourist","GrabFood",50,"Can Tho","Card","Mobile App",1.01,"Morning","Weekday","None",0,"High","Clear",286000
"GB2025002746","Corporate","GrabFood",37,"Bien Hoa","Cash","Mobile App",4.86,"Morning","Weekday","None",0,"Medium","Cloudy",409000
"GB2025002755","Corporate","GrabFood",38,"Ho Chi Minh City","Cash","Mobile App",5.57,"Evening","Weekday","LOYALTY",4000,"High","Clear",336000
"GB2025002757","Tourist","GrabFood",41,"Hanoi","Cash","Mobile App",3.34,"Night","Weekend","FOOD20",4000,"Medium","Clear",64000
"GB2025002768","Family","GrabFood",31,"Bien Hoa","Moca Wallet","Mobile App",1.99,"Afternoon","Weekend","WEEKEND",4000,"Low","Cloudy",192000
"GB2025002774","Family","GrabFood",54,"Da Nang","Card","Mobile App",2.97,"Afternoon","Weekday","WEEKEND",3000,"Unknown","Cloudy",402000
"GB2025002776","Student","GrabFood",49,"Hai Phong","Corporate Account","Mobile App",5.01,"Early Morning","Weekday","RIDE10",3000,"Low","Clear",134000
"GB2025002779","Corporate","GrabMart",34,"Ho Chi Minh City","Card","Mobile App",6.78,"Evening","Weekday","None",0,"High","Cloudy",273000
"GB2025002780","Corporate","GrabFood",23,"Ho Chi Minh City","Corporate Account","Mobile App",4.86,"Lunch","Weekend","WEEKEND",6000,"Low","Cloudy",166000
"GB2025002786","Tourist","GrabFood",34,"Hue","Card","Mobile App",1.14,"Lunch","Weekend","None",0,"High","Clear",55000
"GB2025002787","Corporate","GrabFood",53,"Ho Chi Minh City","Cash","Mobile App",4.39,"Night","Weekday","LOYALTY",6000,"Low","Clear",243000
"GB2025002789","Corporate","GrabFood",47,"Ho Chi Minh City","Corporate Account","Mobile App",2.07,"Evening","Weekday","RIDE10",2000,"Medium","Cloudy",355000
"GB2025002792","Frequent User","GrabFood",25,"Hanoi","Cash","Mobile App",2.38,"Morning","Weekday","RIDE10",2000,"Medium","Clear",192000
"GB2025002799","Working Professional","GrabMart",25,"Ho Chi Minh City","Cash","Mobile App",8.95,"Morning","Weekday","None",0,"Medium","Cloudy",212000
"GB2025002801","Tourist","GrabMart",22,"Nha Trang","Card","Mobile App",2.91,"Early Morning","Weekday","None",0,"Unknown","Clear",172000
"GB2025002812","Family","GrabMart",31,"Ho Chi Minh City","Moca Wallet","Mobile App",3.27,"Early Morning","Weekday","WEEKEND",4000,"Low","Clear",45000
"GB2025002815","Student","GrabMart",25,"Ho Chi Minh City","Card","Mobile App",3.13,"Evening","Weekday","LOYALTY",5000,"Medium","Rain",351000
"GB2025002816","Frequent User","GrabFood",30,"Ho Chi Minh City","Cash","Mobile App",1.44,"Night","Weekend","None",0,"Low","Cloudy",159000
"GB2025002818","Frequent User","GrabFood",19,"Ho Chi Minh City","Moca Wallet","Mobile App",6.37,"Evening","Weekday","None",0,"High","Cloudy",426000
"GB2025002819","Working Professional","GrabFood",54,"Ho Chi Minh City","Moca Wallet","Mobile App",4.87,"Night","Weekday","None",0,"Medium","Clear",316000
"GB2025002820","Corporate","GrabFood",46,"Hai Phong","Card","Mobile App",2.42,"Morning","Weekday","None",0,"Low","Clear",69000
"GB2025002821","Working Professional","GrabMart",59,"Hai Phong","Moca Wallet","Mobile App",2.89,"Night","Weekday","RIDE10",2000,"High","Cloudy",395000
"GB2025002822","Frequent User","GrabFood",36,"Hanoi","Cash","Mobile App",1.45,"Early Morning","Weekend","MART15",1000,"High","Unknown",293000
"GB2025002827","Tourist","GrabFood",36,"Ho Chi Minh City","Cash","Mobile App",16.96,"Evening","Weekday","MART15",9000,"High","Clear",59000
"GB2025002828","Frequent User","GrabFood",20,"Bien Hoa","Cash","Mobile App",1.8,"Morning","Weekday","None",0,"Low","Cloudy",247000
"GB2025002829","Family","GrabFood",45,"Hue","Card","Mobile App",3.25,"Evening","Weekday","None",0,"High","Clear",312000
"GB2025002841","Frequent User","GrabMart",48,"Ho Chi Minh City","Cash","Mobile App",6.46,"Night","Weekend","FOOD20",4000,"Low","Cloudy",415000
"GB2025002843","Working Professional","GrabFood",55,"Ho Chi Minh City","Cash","Mobile App",2.57,"Morning","Weekday","FOOD20",2000,"High","Clear",404000
"GB2025002844","Student","GrabFood",57,"Hanoi","Moca Wallet","Mobile App",2.58,"Morning","Weekday","None",0,"Severe","Clear",306000
"GB2025002846","Corporate","GrabFood",62,"Ho Chi Minh City","Card","Mobile App",2.96,"Evening","Weekend","None",0,"Medium","Cloudy",233000
"GB2025002849","Student","GrabMart",58,"Hanoi","Cash","Mobile App",3.32,"Night","Weekday","None",0,"Medium","Clear",439000
"GB2025002851","Frequent User","GrabFood",24,"Ho Chi Minh City","Moca Wallet","Mobile App",4.07,"Afternoon","Weekend","None",0,"Medium","Rain",46000
"GB2025002856","Tourist","GrabFood",51,"Ho Chi Minh City","Moca Wallet","Mobile App",4.41,"Afternoon","Weekend","FOOD20",6000,"Medium","Cloudy",135000
"GB2025002862","Frequent User","GrabMart",42,"Bien Hoa","Corporate Account","Mobile App",3.03,"Evening","Weekday","None",0,"Low","Clear",207000
"GB2025002865","Frequent User","GrabFood",33,"Hanoi","Card","Mobile App",3.12,"Early Morning","Weekday","None",0,"Medium","Rain",76000
"GB2025002867","Working Professional","GrabMart",59,"Ho Chi Minh City","Card","Mobile App",1.62,"Evening","Weekday","Unknown",0,"Low","Cloudy",238000
"GB2025002876","Family","GrabMart",26,"Ho Chi Minh City","Cash","Mobile App",2.97,"Evening","Weekday","None",0,"Medium","Cloudy",175000
"GB2025002879","Family","GrabFood",57,"Da Nang","Moca Wallet","Mobile App",7.25,"Early Morning","Weekday","None",0,"High","Rain",192000
"GB2025002884","Family","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",3.35,"Lunch","Weekday","None",0,"Low","Cloudy",354000
"GB2025002887","Student","GrabFood",39,"Nha Trang","Moca Wallet","Mobile App",7.46,"Afternoon","Weekend","None",0,"Low","Cloudy",321000
"GB2025002892","Working Professional","GrabFood",59,"Ho Chi Minh City","Card","Mobile App",6.17,"Afternoon","Weekday","FOOD20",5000,"High","Clear",397000
"GB2025002895","Student","GrabMart",55,"Hanoi","Card","Mobile App",2.12,"Night","Weekday","None",0,"High","Cloudy",255000
"GB2025002896","Family","GrabMart",33,"Ho Chi Minh City","Moca Wallet","Mobile App",2.07,"Lunch","Weekend","FOOD20",2000,"High","Cloudy",238000
"GB2025002900","Tourist","GrabFood",46,"Hanoi","Moca Wallet","Mobile App",3.44,"Night","Weekday","None",0,"Low","Cloudy",372000
"GB2025002902","Tourist","GrabFood",59,"Hai Phong","Card","Mobile App",7.05,"Early Morning","Weekday","None",0,"Low","Clear",314000
"GB2025002903","Family","GrabFood",24,"Ho Chi Minh City","Cash","Mobile App",4.22,"Lunch","Weekday","MART15",4000,"Medium","Rain",336000
"GB2025002904","Frequent User","GrabMart",32,"Hanoi","Cash","Mobile App",2.94,"Lunch","Weekday","None",0,"Medium","Clear",107000
"GB2025002906","Corporate","GrabFood",60,"Da Nang","Cash","Mobile App",2.57,"Evening","Weekday","FOOD20",3000,"High","Clear",146000
"GB2025002907","Student","GrabFood",50,"Hanoi","Moca Wallet","Mobile App",3.26,"Morning","Weekday","None",0,"Medium","Cloudy",185000
"GB2025002912","Tourist","GrabFood",46,"Hai Phong","Moca Wallet","Mobile App",2.23,"Evening","Weekday","None",0,"Severe","Rain",65000
"GB2025002917","Corporate","GrabFood",51,"Ho Chi Minh City","Card","Mobile App",2.61,"Evening","Weekday","None",0,"Severe","Clear",316000
"GB2025002919","Family","GrabFood",38,"Ho Chi Minh City","Cash","Mobile App",3.82,"Evening","Weekend","None",0,"Medium","Cloudy",121000
"GB2025002920","Working Professional","GrabMart",22,"Ho Chi Minh City","Cash","Mobile App",6.77,"Afternoon","Weekday","None",0,"Low","Rain",148000
"GB2025002923","Tourist","GrabMart",49,"Can Tho","Cash","Mobile App",4.08,"Evening","Weekday","RIDE10",5000,"Low","Clear",342000
"GB2025002931","Student","GrabFood",33,"Hanoi","Moca Wallet","Mobile App",2.87,"Evening","Weekday","None",0,"High","Clear",133000
"GB2025002946","Frequent User","GrabFood",28,"Hue","Cash","Web Booking",5.2,"Afternoon","Weekend","None",0,"Medium","Clear",287000
"GB2025002954","Working Professional","GrabFood",28,"Can Tho","Unknown","Mobile App",1.57,"Night","Weekday","WELCOME",2000,"High","Cloudy",72000
"GB2025002956","Working Professional","GrabFood",24,"Hanoi","Cash","Mobile App",2.33,"Morning","Weekday","LOYALTY",5000,"Medium","Clear",248000
"GB2025002963","Corporate","GrabMart",47,"Ho Chi Minh City","Moca Wallet","Mobile App",2.33,"Early Morning","Weekday","WELCOME",3000,"Medium","Rain",52000
"GB2025002965","Tourist","GrabFood",56,"Hue","Cash","Mobile App",2.95,"Evening","Weekday","None",0,"High","Cloudy",171000
"GB2025002967","Student","GrabFood",18,"Hanoi","Cash","Mobile App",2.09,"Early Morning","Weekend","None",0,"Low","Clear",217000
"GB2025002969","Corporate","GrabFood",23,"Hanoi","Moca Wallet","Mobile App",8.16,"Lunch","Weekday","None",0,"Medium","Clear",193000
"GB2025002974","Student","GrabFood",20,"Ho Chi Minh City","Card","Mobile App",1.3,"Morning","Weekend","None",0,"High","Clear",128000
"GB2025002982","Family","GrabMart",43,"Ho Chi Minh City","Moca Wallet","Mobile App",4.01,"Morning","Weekday","None",0,"Low","Clear",418000
"GB2025002985","Student","GrabFood",28,"Ho Chi Minh City","Moca Wallet","Mobile App",0.81,"Early Morning","Weekday","None",0,"Medium","Rain",149000
"GB2025002986","Student","GrabFood",61,"Hanoi","Cash","Mobile App",9.01,"Early Morning","Weekday","LOYALTY",6000,"Medium","Clear",380000
"GB2025002987","Corporate","GrabFood",57,"Ho Chi Minh City","Corporate Account","Mobile App",5.31,"Early Morning","Weekday","None",0,"Low","Clear",218000
"GB2025002990","Working Professional","GrabFood",48,"Da Nang","Card","Mobile App",1.12,"Lunch","Weekday","WELCOME",3000,"Medium","Cloudy",352000
"GB2025002995","Family","GrabFood",60,"Da Nang","Moca Wallet","Mobile App",3.12,"Early Morning","Weekend","None",0,"Medium","Clear",69000
"GB2025002996","Working Professional","GrabMart",33,"Ho Chi Minh City","Corporate Account","Mobile App",5.9,"Early Morning","Weekday","None",0,"Low","Clear",235000
"GB2025003009","Student","GrabFood",59,"Hue","Cash","Mobile App",4.48,"Morning","Weekday","WELCOME",8000,"Medium","Cloudy",350000
"GB2025003016","Frequent User","GrabFood",59,"Hanoi","Cash","Mobile App",4.81,"Morning","Weekday","FOOD20",3000,"Medium","Rain",449000
"GB2025003017","Student","GrabFood",29,"Hanoi","Moca Wallet","Mobile App",3.07,"Morning","Weekday","None",0,"Low","Rain",150000
"GB2025003023","Frequent User","GrabMart",53,"Ho Chi Minh City","Moca Wallet","Partner App",1.05,"Evening","Weekday","None",0,"High","Cloudy",366000
"GB2025003030","Tourist","GrabFood",56,"Bien Hoa","Corporate Account","Mobile App",3.12,"Lunch","Weekend","None",0,"Low","Cloudy",309000
"GB2025003031","Working Professional","GrabFood",37,"Da Nang","Cash","Mobile App",1.44,"Early Morning","Weekday","RIDE10",3000,"Low","Clear",147000
"GB2025003033","Student","GrabFood",54,"Da Nang","Card","Mobile App",2.64,"Evening","Weekday","None",0,"Medium","Rain",431000
"GB2025003035","Corporate","GrabFood",59,"Ho Chi Minh City","Cash","Mobile App",5.9,"Afternoon","Weekday","None",0,"Medium","Rain",2e+05
"GB2025003038","Family","GrabFood",28,"Ho Chi Minh City","Cash","Mobile App",1.94,"Morning","Weekday","None",0,"Low","Cloudy",296000
"GB2025003042","Corporate","GrabMart",18,"Ho Chi Minh City","Card","Partner App",1.03,"Morning","Weekday","None",0,"Severe","Cloudy",230000
"GB2025003044","Working Professional","GrabMart",37,"Ho Chi Minh City","Card","Mobile App",6.81,"Early Morning","Weekend","RIDE10",4000,"Low","Clear",64000
"GB2025003053","Corporate","GrabFood",48,"Da Nang","Card","Mobile App",5.69,"Night","Weekend","None",0,"High","Cloudy",283000
"GB2025003056","Student","GrabFood",26,"Hanoi","Moca Wallet","Mobile App",1.8,"Night","Weekday","None",0,"Low","Clear",246000
"GB2025003060","Working Professional","GrabFood",62,"Ho Chi Minh City","Cash","Mobile App",3.12,"Morning","Weekday","None",0,"High","Cloudy",406000
"GB2025003063","Tourist","GrabFood",39,"Hanoi","Cash","Mobile App",8.34,"Lunch","Weekday","WEEKEND",12000,"High","Clear",249000
"GB2025003065","Family","GrabFood",55,"Ho Chi Minh City","Moca Wallet","Mobile App",2.47,"Night","Weekday","WEEKEND",3000,"Severe","Clear",412000
"GB2025003066","Family","GrabFood",49,"Can Tho","Cash","Mobile App",1.59,"Early Morning","Weekend","None",0,"Medium","Cloudy",221000
"GB2025003072","Working Professional","GrabMart",34,"Ho Chi Minh City","Moca Wallet","Mobile App",0.98,"Morning","Weekday","None",0,"Low","Clear",333000
"GB2025003074","Student","GrabFood",22,"Hanoi","Cash","Mobile App",3.12,"Early Morning","Weekday","None",0,"Medium","Rain",75000
"GB2025003076","Corporate","GrabFood",41,"Ho Chi Minh City","Cash","Mobile App",2.18,"Morning","Weekday","None",0,"Medium","Clear",237000
"GB2025003077","Corporate","GrabFood",45,"Ho Chi Minh City","Card","Mobile App",1.73,"Early Morning","Weekday","None",0,"Medium","Cloudy",77000
"GB2025003085","Frequent User","GrabFood",52,"Ho Chi Minh City","Cash","Mobile App",1.25,"Afternoon","Weekday","MART15",2000,"High","Clear",190000
"GB2025003087","Tourist","GrabFood",29,"Ho Chi Minh City","Unknown","Mobile App",3.44,"Lunch","Weekday","None",0,"Low","Clear",335000
"GB2025003089","Student","GrabFood",48,"Ho Chi Minh City","Cash","Mobile App",9.32,"Early Morning","Weekend","None",0,"Low","Cloudy",231000
"GB2025003096","Frequent User","GrabMart",29,"Ho Chi Minh City","Card","Mobile App",2.06,"Early Morning","Weekend","FOOD20",6000,"High","Cloudy",136000
"GB2025003120","Student","GrabFood",39,"Da Nang","Card","Mobile App",5.67,"Evening","Weekday","RIDE10",7000,"Severe","Rain",84000
"GB2025003122","Corporate","GrabMart",61,"Hanoi","Moca Wallet","Mobile App",7.7,"Evening","Weekend","None",0,"Medium","Unknown",437000
"GB2025003165","Working Professional","GrabFood",54,"Ho Chi Minh City","Moca Wallet","Mobile App",3.12,"Early Morning","Weekend","LOYALTY",4000,"Low","Clear",428000
"GB2025003178","Family","GrabMart",26,"Bien Hoa","Cash","Mobile App",0.63,"Early Morning","Weekend","None",0,"High","Cloudy",245000
"GB2025003181","Tourist","GrabFood",41,"Ho Chi Minh City","Moca Wallet","Mobile App",3.46,"Early Morning","Weekday","None",0,"Low","Cloudy",75000
"GB2025003183","Student","GrabMart",30,"Nha Trang","Moca Wallet","Mobile App",1.96,"Evening","Weekday","WEEKEND",1000,"High","Clear",335000
"GB2025003190","Family","GrabFood",43,"Da Nang","Moca Wallet","Mobile App",4.75,"Morning","Weekday","None",0,"High","Cloudy",347000
"GB2025003195","Family","GrabFood",19,"Ho Chi Minh City","Cash","Mobile App",1.31,"Morning","Weekday","None",0,"Medium","Clear",208000
"GB2025003196","Frequent User","GrabFood",31,"Hai Phong","Card","Mobile App",4.87,"Morning","Weekday","None",0,"High","Rain",211000
"GB2025003202","Corporate","GrabFood",18,"Nha Trang","Cash","Mobile App",3.16,"Lunch","Weekday","None",0,"Severe","Rain",198000
"GB2025003215","Tourist","GrabFood",57,"Can Tho","Cash","Mobile App",1.61,"Morning","Weekday","FOOD20",2000,"Medium","Cloudy",201000
"GB2025003216","Working Professional","GrabFood",56,"Bien Hoa","Moca Wallet","Mobile App",5.66,"Early Morning","Weekday","None",0,"Low","Clear",146000
"GB2025003217","Corporate","GrabMart",23,"Nha Trang","Corporate Account","Mobile App",2.02,"Evening","Weekday","None",0,"Medium","Cloudy",318000
"GB2025003227","Corporate","GrabFood",45,"Hai Phong","Moca Wallet","Mobile App",1.99,"Early Morning","Weekday","None",0,"High","Cloudy",110000
"GB2025003235","Corporate","GrabFood",22,"Hanoi","Moca Wallet","Mobile App",3.63,"Early Morning","Weekday","None",0,"High","Clear",54000
"GB2025003249","Corporate","GrabFood",36,"Bien Hoa","Cash","Mobile App",2.14,"Lunch","Weekday","WELCOME",2000,"Medium","Cloudy",267000
"GB2025003253","Frequent User","GrabMart",59,"Ho Chi Minh City","Cash","Mobile App",4.63,"Evening","Weekday","None",0,"Unknown","Clear",212000
"GB2025003256","Frequent User","GrabFood",43,"Ho Chi Minh City","Cash","Mobile App",4.25,"Evening","Weekend","None",0,"Low","Clear",362000
"GB2025003257","Family","GrabFood",20,"Da Nang","Card","Mobile App",4.21,"Evening","Weekend","None",0,"High","Rain",199000
"GB2025003258","Family","GrabFood",52,"Hai Phong","Cash","Mobile App",3.28,"Afternoon","Weekend","None",0,"Low","Cloudy",156000
"GB2025003260","Family","GrabMart",40,"Hai Phong","Cash","Mobile App",1.4,"Evening","Weekend","None",0,"High","Clear",57000
"GB2025003262","Working Professional","GrabMart",60,"Hanoi","Cash","Mobile App",8.22,"Evening","Weekend","None",0,"Severe","Clear",107000
"GB2025003275","Working Professional","GrabMart",43,"Da Nang","Card","Mobile App",4.47,"Early Morning","Weekend","MART15",6000,"Medium","Clear",316000
"GB2025003295","Family","GrabFood",49,"Hanoi","Moca Wallet","Mobile App",3.12,"Afternoon","Weekday","None",0,"Medium","Heavy Rain",164000
"GB2025003302","Student","GrabMart",55,"Nha Trang","Corporate Account","Mobile App",1.3,"Lunch","Weekend","None",0,"High","Clear",310000
"GB2025003305","Tourist","GrabFood",52,"Bien Hoa","Corporate Account","Mobile App",5.5,"Early Morning","Weekday","None",0,"Low","Unknown",211000
"GB2025003309","Tourist","GrabFood",57,"Ho Chi Minh City","Card","Mobile App",3.12,"Early Morning","Weekday","None",0,"Medium","Rain",398000
"GB2025003317","Student","GrabMart",50,"Da Nang","Cash","Mobile App",2.61,"Morning","Weekday","FOOD20",5000,"High","Clear",64000
"GB2025003318","Family","GrabFood",62,"Hanoi","Card","Mobile App",3.13,"Morning","Weekday","None",0,"High","Cloudy",348000
"GB2025003323","Corporate","GrabFood",20,"Da Nang","Card","Mobile App",6.36,"Evening","Weekday","LOYALTY",10000,"Medium","Clear",270000
"GB2025003333","Corporate","GrabFood",30,"Hanoi","Cash","Partner App",3.18,"Evening","Weekday","None",0,"Low","Cloudy",61000
"GB2025003336","Family","GrabFood",58,"Ho Chi Minh City","Cash","Mobile App",2.64,"Lunch","Weekday","WEEKEND",2000,"Medium","Clear",262000
"GB2025003339","Corporate","GrabFood",26,"Hanoi","Moca Wallet","Mobile App",1.14,"Night","Weekday","None",0,"Medium","Clear",443000
"GB2025003342","Frequent User","GrabFood",41,"Hanoi","Moca Wallet","Mobile App",3.39,"Early Morning","Weekday","None",0,"Low","Clear",319000
"GB2025003344","Frequent User","GrabFood",39,"Da Nang","Moca Wallet","Mobile App",2.12,"Early Morning","Weekend","WEEKEND",2000,"Low","Clear",369000
"GB2025003348","Family","GrabFood",56,"Da Nang","Cash","Mobile App",1.99,"Evening","Weekday","None",0,"High","Cloudy",321000
"GB2025003350","Working Professional","GrabMart",44,"Hanoi","Moca Wallet","Mobile App",3.18,"Lunch","Weekday","WELCOME",2000,"Low","Clear",131000
"GB2025003366","Working Professional","GrabFood",39,"Hanoi","Cash","Mobile App",1.36,"Early Morning","Weekend","None",0,"High","Clear",145000
"GB2025003368","Student","GrabMart",38,"Ho Chi Minh City","Cash","Mobile App",4.94,"Evening","Weekend","None",0,"Medium","Cloudy",394000
"GB2025003369","Family","GrabFood",39,"Hanoi","Cash","Mobile App",1.97,"Lunch","Weekend","WEEKEND",4000,"High","Cloudy",425000
"GB2025003374","Family","GrabFood",49,"Hai Phong","Moca Wallet","Mobile App",9.32,"Early Morning","Weekend","None",0,"Low","Rain",170000
"GB2025003375","Family","GrabFood",19,"Hue","Cash","Mobile App",3.39,"Evening","Weekday","None",0,"Medium","Clear",285000
"GB2025003376","Tourist","GrabMart",32,"Da Nang","Cash","Mobile App",5.64,"Lunch","Weekday","Unknown",4000,"Low","Clear",92000
"GB2025003379","Working Professional","GrabFood",45,"Hanoi","Moca Wallet","Mobile App",2.31,"Evening","Weekday","None",0,"Medium","Rain",62000
"GB2025003382","Working Professional","GrabFood",31,"Ho Chi Minh City","Cash","Mobile App",2.45,"Lunch","Weekend","WELCOME",3000,"Medium","Cloudy",339000
"GB2025003390","Student","GrabFood",40,"Ho Chi Minh City","Cash","Mobile App",4.75,"Afternoon","Weekend","WEEKEND",7000,"Medium","Heavy Rain",126000
"GB2025003392","Family","GrabFood",34,"Nha Trang","Moca Wallet","Mobile App",4.65,"Early Morning","Weekday","WEEKEND",6000,"Medium","Cloudy",139000
"GB2025003397","Working Professional","GrabFood",59,"Ho Chi Minh City","Moca Wallet","Mobile App",2.7,"Afternoon","Weekday","WEEKEND",3000,"High","Cloudy",80000
"GB2025003402","Working Professional","GrabMart",32,"Hai Phong","Card","Mobile App",2.22,"Early Morning","Weekday","WEEKEND",3000,"Severe","Cloudy",426000
"GB2025003408","Student","GrabFood",47,"Ho Chi Minh City","Card","Mobile App",2.52,"Early Morning","Weekend","RIDE10",4000,"Low","Clear",247000
"GB2025003413","Working Professional","GrabFood",33,"Bien Hoa","Cash","Mobile App",2.2,"Afternoon","Weekday","RIDE10",1000,"Low","Clear",328000
"GB2025003415","Working Professional","GrabMart",27,"Ho Chi Minh City","Moca Wallet","Partner App",11.7,"Afternoon","Weekday","LOYALTY",12000,"Severe","Clear",275000
"GB2025003423","Student","GrabFood",41,"Ho Chi Minh City","Card","Mobile App",2.36,"Night","Weekday","None",0,"Low","Clear",270000
"GB2025003429","Tourist","GrabFood",45,"Da Nang","Cash","Mobile App",6.98,"Afternoon","Weekend","None",0,"Severe","Cloudy",324000
"GB2025003435","Family","GrabMart",46,"Can Tho","Cash","Mobile App",4.03,"Early Morning","Weekday","WEEKEND",3000,"Medium","Unknown",296000
"GB2025003440","Student","GrabMart",29,"Hanoi","Card","Mobile App",16.2,"Evening","Weekday","None",0,"Severe","Cloudy",406000
"GB2025003442","Tourist","GrabFood",51,"Bien Hoa","Card","Mobile App",4.77,"Night","Weekday","RIDE10",4000,"Medium","Clear",399000
"GB2025003446","Frequent User","GrabMart",42,"Da Nang","Cash","Mobile App",1.66,"Early Morning","Weekday","RIDE10",4000,"High","Cloudy",392000
"GB2025003450","Student","GrabFood",27,"Hanoi","Card","Mobile App",2.42,"Lunch","Weekday","None",0,"Medium","Rain",132000
"GB2025003452","Corporate","GrabFood",33,"Ho Chi Minh City","Moca Wallet","Mobile App",2.51,"Evening","Weekday","WEEKEND",7000,"Severe","Cloudy",94000
"GB2025003453","Family","GrabFood",23,"Da Nang","Cash","Mobile App",12.3,"Early Morning","Weekday","None",0,"Low","Clear",55000
"GB2025003460","Working Professional","GrabMart",41,"Da Nang","Card","Mobile App",2.4,"Night","Weekend","Unknown",0,"Medium","Cloudy",80000
"GB2025003467","Corporate","GrabFood",36,"Ho Chi Minh City","Card","Mobile App",2.25,"Night","Weekend","WEEKEND",5000,"High","Clear",118000
"GB2025003468","Corporate","GrabFood",56,"Da Nang","Card","Mobile App",3.87,"Early Morning","Weekday","None",0,"Low","Cloudy",99000
"GB2025003472","Corporate","GrabFood",51,"Hanoi","Moca Wallet","Partner App",0.81,"Morning","Weekday","WEEKEND",3000,"Medium","Clear",313000
"GB2025003485","Working Professional","GrabFood",60,"Hanoi","Moca Wallet","Mobile App",7.08,"Evening","Weekend","WEEKEND",10000,"Medium","Heavy Rain",178000
"GB2025000001","Working Professional","GrabFood",38,"Can Tho","Cash","Mobile App",4.91,"Early Morning","Weekday","WEEKEND",5000,"High","Cloudy",367000
"GB2025000026","Family","GrabMart",19,"Hanoi","Cash","Mobile App",2,"Evening","Weekday","None",0,"High","Clear",57000
"GB2025000029","Frequent User","GrabFood",43,"Hanoi","Cash","Mobile App",1.71,"Early Morning","Weekday","None",0,"Medium","Clear",181000
"GB2025000049","Student","GrabMart",18,"Hanoi","Moca Wallet","Mobile App",5.67,"Night","Weekday","Unknown",0,"Medium","Cloudy",130000
"GB2025000090","Corporate","GrabMart",54,"Hanoi","Card","Partner App",3.92,"Evening","Weekday","None",0,"Low","Rain",436000
"GB2025000124","Family","GrabFood",48,"Bien Hoa","Cash","Mobile App",3.3,"Early Morning","Weekend","None",0,"Medium","Cloudy",217000
"GB2025000158","Corporate","GrabFood",23,"Ho Chi Minh City","Moca Wallet","Partner App",2.43,"Early Morning","Weekday","None",0,"Medium","Clear",307000
"GB2025000170","Frequent User","GrabMart",52,"Nha Trang","Cash","Mobile App",6.94,"Lunch","Weekday","WEEKEND",8000,"Low","Clear",123000
"GB2025000181","Family","GrabFood",37,"Hue","Cash","Mobile App",2.14,"Night","Weekday","None",0,"High","Cloudy",321000
"GB2025000201","Tourist","GrabMart",33,"Hanoi","Moca Wallet","Mobile App",3.63,"Lunch","Weekday","RIDE10",5000,"Low","Clear",94000
"GB2025000211","Student","GrabFood",44,"Hai Phong","Moca Wallet","Mobile App",2.05,"Early Morning","Weekday","None",0,"Low","Cloudy",311000
"GB2025000231","Frequent User","GrabMart",30,"Hai Phong","Cash","Web Booking",2.52,"Early Morning","Weekday","None",0,"Medium","Cloudy",254000
"GB2025000256","Tourist","GrabMart",30,"Bien Hoa","Card","Mobile App",4.65,"Night","Weekend","None",0,"Medium","Clear",48000
