"basket_value_vnd","customer_segment","customer_age","service_type","city","payment_method","booking_channel","distance_km_clean","estimated_duration_min","time_period","is_weekend","promo_code_used","discount_amount_vnd","traffic_level","weather_condition"
336000,"Corporate",38,"GrabFood","Ho Chi Minh City","Cash","Mobile App",5.57,29.3,"Evening","Weekday","LOYALTY",4000,"High","Clear"
64000,"Tourist",41,"GrabFood","Hanoi","Cash","Mobile App",3.34,10.9,"Night","Weekend","FOOD20",4000,"Medium","Clear"
192000,"Family",31,"GrabFood","Bien Hoa","Moca Wallet","Mobile App",1.99,6,"Afternoon","Weekend","WEEKEND",4000,"Low","Cloudy"
402000,"Family",54,"GrabFood","Da Nang","Card","Mobile App",2.97,14.1,"Afternoon","Weekday","WEEKEND",3000,"Unknown","Cloudy"
134000,"Student",49,"GrabFood","Hai Phong","Corporate Account","Mobile App",5.01,13.1,"Early Morning","Weekday","RIDE10",3000,"Low","Clear"
273000,"Corporate",34,"GrabMart","Ho Chi Minh City","Card","Mobile App",6.78,21.7,"Evening","Weekday","None",0,"High","Cloudy"
166000,"Corporate",23,"GrabFood","Ho Chi Minh City","Corporate Account","Mobile App",4.86,21.1,"Lunch","Weekend","WEEKEND",6000,"Low","Cloudy"
55000,"Tourist",34,"GrabFood","Hue","Card","Mobile App",1.14,6,"Lunch","Weekend","None",0,"High","Clear"
243000,"Corporate",53,"GrabFood","Ho Chi Minh City","Cash","Mobile App",4.39,18.9,"Night","Weekday","LOYALTY",6000,"Low","Clear"
355000,"Corporate",47,"GrabFood","Ho Chi Minh City","Corporate Account","Mobile App",2.07,10.1,"Evening","Weekday","RIDE10",2000,"Medium","Cloudy"
192000,"Frequent User",25,"GrabFood","Hanoi","Cash","Mobile App",2.38,8.1,"Morning","Weekday","RIDE10",2000,"Medium","Clear"
212000,"Working Professional",25,"GrabMart","Ho Chi Minh City","Cash","Mobile App",8.95,43.4,"Morning","Weekday","None",0,"Medium","Cloudy"
172000,"Tourist",22,"GrabMart","Nha Trang","Card","Mobile App",2.91,7,"Early Morning","Weekday","None",0,"Unknown","Clear"
45000,"Family",31,"GrabMart","Ho Chi Minh City","Moca Wallet","Mobile App",3.27,13.3,"Early Morning","Weekday","WEEKEND",4000,"Low","Clear"
351000,"Student",25,"GrabMart","Ho Chi Minh City","Card","Mobile App",3.13,9.9,"Evening","Weekday","LOYALTY",5000,"Medium","Rain"
159000,"Frequent User",30,"GrabFood","Ho Chi Minh City","Cash","Mobile App",1.44,6.8,"Night","Weekend","None",0,"Low","Cloudy"
426000,"Frequent User",19,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",6.37,37.6,"Evening","Weekday","None",0,"High","Cloudy"
316000,"Working Professional",54,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",4.87,18.1,"Night","Weekday","None",0,"Medium","Clear"
69000,"Corporate",46,"GrabFood","Hai Phong","Card","Mobile App",2.42,5.5,"Morning","Weekday","None",0,"Low","Clear"
395000,"Working Professional",59,"GrabMart","Hai Phong","Moca Wallet","Mobile App",2.89,16.8,"Night","Weekday","RIDE10",2000,"High","Cloudy"
293000,"Frequent User",36,"GrabFood","Hanoi","Cash","Mobile App",1.45,5.4,"Early Morning","Weekend","MART15",1000,"High","Unknown"
59000,"Tourist",36,"GrabFood","Ho Chi Minh City","Cash","Mobile App",16.96,72.8,"Evening","Weekday","MART15",9000,"High","Clear"
247000,"Frequent User",20,"GrabFood","Bien Hoa","Cash","Mobile App",1.8,4.8,"Morning","Weekday","None",0,"Low","Cloudy"
312000,"Family",45,"GrabFood","Hue","Card","Mobile App",3.25,19.6,"Evening","Weekday","None",0,"High","Clear"
415000,"Frequent User",48,"GrabMart","Ho Chi Minh City","Cash","Mobile App",6.46,16,"Night","Weekend","FOOD20",4000,"Low","Cloudy"
404000,"Working Professional",55,"GrabFood","Ho Chi Minh City","Cash","Mobile App",2.57,15.6,"Morning","Weekday","FOOD20",2000,"High","Clear"
306000,"Student",57,"GrabFood","Hanoi","Moca Wallet","Mobile App",2.58,9.2,"Morning","Weekday","None",0,"Severe","Clear"
233000,"Corporate",62,"GrabFood","Ho Chi Minh City","Card","Mobile App",2.96,8.6,"Evening","Weekend","None",0,"Medium","Cloudy"
439000,"Student",58,"GrabMart","Hanoi","Cash","Mobile App",3.32,16.3,"Night","Weekday","None",0,"Medium","Clear"
46000,"Frequent User",24,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",4.07,12.4,"Afternoon","Weekend","None",0,"Medium","Rain"
135000,"Tourist",51,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",4.41,18.2,"Afternoon","Weekend","FOOD20",6000,"Medium","Cloudy"
207000,"Frequent User",42,"GrabMart","Bien Hoa","Corporate Account","Mobile App",3.03,10.9,"Evening","Weekday","None",0,"Low","Clear"
76000,"Frequent User",33,"GrabFood","Hanoi","Card","Mobile App",3.12,22.8,"Early Morning","Weekday","None",0,"Medium","Rain"
238000,"Working Professional",59,"GrabMart","Ho Chi Minh City","Card","Mobile App",1.62,3.7,"Evening","Weekday","Unknown",0,"Low","Cloudy"
175000,"Family",26,"GrabMart","Ho Chi Minh City","Cash","Mobile App",2.97,11.3,"Evening","Weekday","None",0,"Medium","Cloudy"
192000,"Family",57,"GrabFood","Da Nang","Moca Wallet","Mobile App",7.25,33.4,"Early Morning","Weekday","None",0,"High","Rain"
354000,"Family",41,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",3.35,12.3,"Lunch","Weekday","None",0,"Low","Cloudy"
321000,"Student",39,"GrabFood","Nha Trang","Moca Wallet","Mobile App",7.46,28.2,"Afternoon","Weekend","None",0,"Low","Cloudy"
397000,"Working Professional",59,"GrabFood","Ho Chi Minh City","Card","Mobile App",6.17,24.1,"Afternoon","Weekday","FOOD20",5000,"High","Clear"
255000,"Student",55,"GrabMart","Hanoi","Card","Mobile App",2.12,13.4,"Night","Weekday","None",0,"High","Cloudy"
238000,"Family",33,"GrabMart","Ho Chi Minh City","Moca Wallet","Mobile App",2.07,13,"Lunch","Weekend","FOOD20",2000,"High","Cloudy"
372000,"Tourist",46,"GrabFood","Hanoi","Moca Wallet","Mobile App",3.44,15.7,"Night","Weekday","None",0,"Low","Cloudy"
314000,"Tourist",59,"GrabFood","Hai Phong","Card","Mobile App",7.05,26.2,"Early Morning","Weekday","None",0,"Low","Clear"
336000,"Family",24,"GrabFood","Ho Chi Minh City","Cash","Mobile App",4.22,17.3,"Lunch","Weekday","MART15",4000,"Medium","Rain"
107000,"Frequent User",32,"GrabMart","Hanoi","Cash","Mobile App",2.94,13.7,"Lunch","Weekday","None",0,"Medium","Clear"
146000,"Corporate",60,"GrabFood","Da Nang","Cash","Mobile App",2.57,8.5,"Evening","Weekday","FOOD20",3000,"High","Clear"
185000,"Student",50,"GrabFood","Hanoi","Moca Wallet","Mobile App",3.26,17.9,"Morning","Weekday","None",0,"Medium","Cloudy"
65000,"Tourist",46,"GrabFood","Hai Phong","Moca Wallet","Mobile App",2.23,10,"Evening","Weekday","None",0,"Severe","Rain"
316000,"Corporate",51,"GrabFood","Ho Chi Minh City","Card","Mobile App",2.61,15.7,"Evening","Weekday","None",0,"Severe","Clear"
121000,"Family",38,"GrabFood","Ho Chi Minh City","Cash","Mobile App",3.82,19.3,"Evening","Weekend","None",0,"Medium","Cloudy"
148000,"Working Professional",22,"GrabMart","Ho Chi Minh City","Cash","Mobile App",6.77,31.6,"Afternoon","Weekday","None",0,"Low","Rain"
342000,"Tourist",49,"GrabMart","Can Tho","Cash","Mobile App",4.08,14.9,"Evening","Weekday","RIDE10",5000,"Low","Clear"
133000,"Student",33,"GrabFood","Hanoi","Moca Wallet","Mobile App",2.87,15.6,"Evening","Weekday","None",0,"High","Clear"
287000,"Frequent User",28,"GrabFood","Hue","Cash","Web Booking",5.2,17.3,"Afternoon","Weekend","None",0,"Medium","Clear"
72000,"Working Professional",28,"GrabFood","Can Tho","Unknown","Mobile App",1.57,7.8,"Night","Weekday","WELCOME",2000,"High","Cloudy"
248000,"Working Professional",24,"GrabFood","Hanoi","Cash","Mobile App",2.33,9.7,"Morning","Weekday","LOYALTY",5000,"Medium","Clear"
52000,"Corporate",47,"GrabMart","Ho Chi Minh City","Moca Wallet","Mobile App",2.33,12.8,"Early Morning","Weekday","WELCOME",3000,"Medium","Rain"
171000,"Tourist",56,"GrabFood","Hue","Cash","Mobile App",2.95,10.9,"Evening","Weekday","None",0,"High","Cloudy"
217000,"Student",18,"GrabFood","Hanoi","Cash","Mobile App",2.09,8.5,"Early Morning","Weekend","None",0,"Low","Clear"
193000,"Corporate",23,"GrabFood","Hanoi","Moca Wallet","Mobile App",8.16,32.6,"Lunch","Weekday","None",0,"Medium","Clear"
128000,"Student",20,"GrabFood","Ho Chi Minh City","Card","Mobile App",1.3,5.1,"Morning","Weekend","None",0,"High","Clear"
418000,"Family",43,"GrabMart","Ho Chi Minh City","Moca Wallet","Mobile App",4.01,18.9,"Morning","Weekday","None",0,"Low","Clear"
149000,"Student",28,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",0.81,2.6,"Early Morning","Weekday","None",0,"Medium","Rain"
380000,"Student",61,"GrabFood","Hanoi","Cash","Mobile App",9.01,36,"Early Morning","Weekday","LOYALTY",6000,"Medium","Clear"
218000,"Corporate",57,"GrabFood","Ho Chi Minh City","Corporate Account","Mobile App",5.31,17.5,"Early Morning","Weekday","None",0,"Low","Clear"
352000,"Working Professional",48,"GrabFood","Da Nang","Card","Mobile App",1.12,4.3,"Lunch","Weekday","WELCOME",3000,"Medium","Cloudy"
69000,"Family",60,"GrabFood","Da Nang","Moca Wallet","Mobile App",3.12,36.6,"Early Morning","Weekend","None",0,"Medium","Clear"
235000,"Working Professional",33,"GrabMart","Ho Chi Minh City","Corporate Account","Mobile App",5.9,20.3,"Early Morning","Weekday","None",0,"Low","Clear"
350000,"Student",59,"GrabFood","Hue","Cash","Mobile App",4.48,22.6,"Morning","Weekday","WELCOME",8000,"Medium","Cloudy"
449000,"Frequent User",59,"GrabFood","Hanoi","Cash","Mobile App",4.81,13.7,"Morning","Weekday","FOOD20",3000,"Medium","Rain"
150000,"Student",29,"GrabFood","Hanoi","Moca Wallet","Mobile App",3.07,10.8,"Morning","Weekday","None",0,"Low","Rain"
366000,"Frequent User",53,"GrabMart","Ho Chi Minh City","Moca Wallet","Partner App",1.05,6,"Evening","Weekday","None",0,"High","Cloudy"
309000,"Tourist",56,"GrabFood","Bien Hoa","Corporate Account","Mobile App",3.12,18,"Lunch","Weekend","None",0,"Low","Cloudy"
147000,"Working Professional",37,"GrabFood","Da Nang","Cash","Mobile App",1.44,5.7,"Early Morning","Weekday","RIDE10",3000,"Low","Clear"
431000,"Student",54,"GrabFood","Da Nang","Card","Mobile App",2.64,9,"Evening","Weekday","None",0,"Medium","Rain"
2e+05,"Corporate",59,"GrabFood","Ho Chi Minh City","Cash","Mobile App",5.9,29.1,"Afternoon","Weekday","None",0,"Medium","Rain"
296000,"Family",28,"GrabFood","Ho Chi Minh City","Cash","Mobile App",1.94,4.5,"Morning","Weekday","None",0,"Low","Cloudy"
230000,"Corporate",18,"GrabMart","Ho Chi Minh City","Card","Partner App",1.03,7,"Morning","Weekday","None",0,"Severe","Cloudy"
64000,"Working Professional",37,"GrabMart","Ho Chi Minh City","Card","Mobile App",6.81,21.9,"Early Morning","Weekend","RIDE10",4000,"Low","Clear"
283000,"Corporate",48,"GrabFood","Da Nang","Card","Mobile App",5.69,31.1,"Night","Weekend","None",0,"High","Cloudy"
246000,"Student",26,"GrabFood","Hanoi","Moca Wallet","Mobile App",1.8,5.2,"Night","Weekday","None",0,"Low","Clear"
406000,"Working Professional",62,"GrabFood","Ho Chi Minh City","Cash","Mobile App",3.12,3.6,"Morning","Weekday","None",0,"High","Cloudy"
249000,"Tourist",39,"GrabFood","Hanoi","Cash","Mobile App",8.34,26.6,"Lunch","Weekday","WEEKEND",12000,"High","Clear"
412000,"Family",55,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",2.47,18.1,"Night","Weekday","WEEKEND",3000,"Severe","Clear"
221000,"Family",49,"GrabFood","Can Tho","Cash","Mobile App",1.59,4.5,"Early Morning","Weekend","None",0,"Medium","Cloudy"
333000,"Working Professional",34,"GrabMart","Ho Chi Minh City","Moca Wallet","Mobile App",0.98,4.4,"Morning","Weekday","None",0,"Low","Clear"
75000,"Student",22,"GrabFood","Hanoi","Cash","Mobile App",3.12,16.9,"Early Morning","Weekday","None",0,"Medium","Rain"
237000,"Corporate",41,"GrabFood","Ho Chi Minh City","Cash","Mobile App",2.18,11.8,"Morning","Weekday","None",0,"Medium","Clear"
77000,"Corporate",45,"GrabFood","Ho Chi Minh City","Card","Mobile App",1.73,9.3,"Early Morning","Weekday","None",0,"Medium","Cloudy"
190000,"Frequent User",52,"GrabFood","Ho Chi Minh City","Cash","Mobile App",1.25,7.7,"Afternoon","Weekday","MART15",2000,"High","Clear"
335000,"Tourist",29,"GrabFood","Ho Chi Minh City","Unknown","Mobile App",3.44,15.6,"Lunch","Weekday","None",0,"Low","Clear"
231000,"Student",48,"GrabFood","Ho Chi Minh City","Cash","Mobile App",9.32,38,"Early Morning","Weekend","None",0,"Low","Cloudy"
136000,"Frequent User",29,"GrabMart","Ho Chi Minh City","Card","Mobile App",2.06,12.5,"Early Morning","Weekend","FOOD20",6000,"High","Cloudy"
84000,"Student",39,"GrabFood","Da Nang","Card","Mobile App",5.67,33.2,"Evening","Weekday","RIDE10",7000,"Severe","Rain"
437000,"Corporate",61,"GrabMart","Hanoi","Moca Wallet","Mobile App",7.7,25.3,"Evening","Weekend","None",0,"Medium","Unknown"
428000,"Working Professional",54,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",3.12,21.8,"Early Morning","Weekend","LOYALTY",4000,"Low","Clear"
245000,"Family",26,"GrabMart","Bien Hoa","Cash","Mobile App",0.63,3.1,"Early Morning","Weekend","None",0,"High","Cloudy"
75000,"Tourist",41,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",3.46,14.7,"Early Morning","Weekday","None",0,"Low","Cloudy"
335000,"Student",30,"GrabMart","Nha Trang","Moca Wallet","Mobile App",1.96,10.5,"Evening","Weekday","WEEKEND",1000,"High","Clear"
347000,"Family",43,"GrabFood","Da Nang","Moca Wallet","Mobile App",4.75,25.4,"Morning","Weekday","None",0,"High","Cloudy"
208000,"Family",19,"GrabFood","Ho Chi Minh City","Cash","Mobile App",1.31,4.8,"Morning","Weekday","None",0,"Medium","Clear"
211000,"Frequent User",31,"GrabFood","Hai Phong","Card","Mobile App",4.87,22.7,"Morning","Weekday","None",0,"High","Rain"
198000,"Corporate",18,"GrabFood","Nha Trang","Cash","Mobile App",3.16,19.5,"Lunch","Weekday","None",0,"Severe","Rain"
201000,"Tourist",57,"GrabFood","Can Tho","Cash","Mobile App",1.61,8.1,"Morning","Weekday","FOOD20",2000,"Medium","Cloudy"
146000,"Working Professional",56,"GrabFood","Bien Hoa","Moca Wallet","Mobile App",5.66,26.5,"Early Morning","Weekday","None",0,"Low","Clear"
318000,"Corporate",23,"GrabMart","Nha Trang","Corporate Account","Mobile App",2.02,9.7,"Evening","Weekday","None",0,"Medium","Cloudy"
110000,"Corporate",45,"GrabFood","Hai Phong","Moca Wallet","Mobile App",1.99,9.3,"Early Morning","Weekday","None",0,"High","Cloudy"
54000,"Corporate",22,"GrabFood","Hanoi","Moca Wallet","Mobile App",3.63,11.2,"Early Morning","Weekday","None",0,"High","Clear"
267000,"Corporate",36,"GrabFood","Bien Hoa","Cash","Mobile App",2.14,6.1,"Lunch","Weekday","WELCOME",2000,"Medium","Cloudy"
212000,"Frequent User",59,"GrabMart","Ho Chi Minh City","Cash","Mobile App",4.63,17.4,"Evening","Weekday","None",0,"Unknown","Clear"
362000,"Frequent User",43,"GrabFood","Ho Chi Minh City","Cash","Mobile App",4.25,13.1,"Evening","Weekend","None",0,"Low","Clear"
199000,"Family",20,"GrabFood","Da Nang","Card","Mobile App",4.21,23,"Evening","Weekend","None",0,"High","Rain"
156000,"Family",52,"GrabFood","Hai Phong","Cash","Mobile App",3.28,10,"Afternoon","Weekend","None",0,"Low","Cloudy"
57000,"Family",40,"GrabMart","Hai Phong","Cash","Mobile App",1.4,8.9,"Evening","Weekend","None",0,"High","Clear"
107000,"Working Professional",60,"GrabMart","Hanoi","Cash","Mobile App",8.22,55.2,"Evening","Weekend","None",0,"Severe","Clear"
316000,"Working Professional",43,"GrabMart","Da Nang","Card","Mobile App",4.47,17.9,"Early Morning","Weekend","MART15",6000,"Medium","Clear"
164000,"Family",49,"GrabFood","Hanoi","Moca Wallet","Mobile App",3.12,5.5,"Afternoon","Weekday","None",0,"Medium","Heavy Rain"
310000,"Student",55,"GrabMart","Nha Trang","Corporate Account","Mobile App",1.3,6.9,"Lunch","Weekend","None",0,"High","Clear"
211000,"Tourist",52,"GrabFood","Bien Hoa","Corporate Account","Mobile App",5.5,17.9,"Early Morning","Weekday","None",0,"Low","Unknown"
398000,"Tourist",57,"GrabFood","Ho Chi Minh City","Card","Mobile App",3.12,22.5,"Early Morning","Weekday","None",0,"Medium","Rain"
64000,"Student",50,"GrabMart","Da Nang","Cash","Mobile App",2.61,10.3,"Morning","Weekday","FOOD20",5000,"High","Clear"
348000,"Family",62,"GrabFood","Hanoi","Card","Mobile App",3.13,15.2,"Morning","Weekday","None",0,"High","Cloudy"
270000,"Corporate",20,"GrabFood","Da Nang","Card","Mobile App",6.36,26.8,"Evening","Weekday","LOYALTY",10000,"Medium","Clear"
61000,"Corporate",30,"GrabFood","Hanoi","Cash","Partner App",3.18,11.9,"Evening","Weekday","None",0,"Low","Cloudy"
262000,"Family",58,"GrabFood","Ho Chi Minh City","Cash","Mobile App",2.64,12.3,"Lunch","Weekday","WEEKEND",2000,"Medium","Clear"
443000,"Corporate",26,"GrabFood","Hanoi","Moca Wallet","Mobile App",1.14,3.7,"Night","Weekday","None",0,"Medium","Clear"
319000,"Frequent User",41,"GrabFood","Hanoi","Moca Wallet","Mobile App",3.39,10,"Early Morning","Weekday","None",0,"Low","Clear"
369000,"Frequent User",39,"GrabFood","Da Nang","Moca Wallet","Mobile App",2.12,6.8,"Early Morning","Weekend","WEEKEND",2000,"Low","Clear"
321000,"Family",56,"GrabFood","Da Nang","Cash","Mobile App",1.99,7.7,"Evening","Weekday","None",0,"High","Cloudy"
131000,"Working Professional",44,"GrabMart","Hanoi","Moca Wallet","Mobile App",3.18,9.9,"Lunch","Weekday","WELCOME",2000,"Low","Clear"
145000,"Working Professional",39,"GrabFood","Hanoi","Cash","Mobile App",1.36,6.4,"Early Morning","Weekend","None",0,"High","Clear"
394000,"Student",38,"GrabMart","Ho Chi Minh City","Cash","Mobile App",4.94,21.8,"Evening","Weekend","None",0,"Medium","Cloudy"
425000,"Family",39,"GrabFood","Hanoi","Cash","Mobile App",1.97,8.9,"Lunch","Weekend","WEEKEND",4000,"High","Cloudy"
170000,"Family",49,"GrabFood","Hai Phong","Moca Wallet","Mobile App",9.32,22.5,"Early Morning","Weekend","None",0,"Low","Rain"
285000,"Family",19,"GrabFood","Hue","Cash","Mobile App",3.39,17.2,"Evening","Weekday","None",0,"Medium","Clear"
92000,"Tourist",32,"GrabMart","Da Nang","Cash","Mobile App",5.64,26.5,"Lunch","Weekday","Unknown",4000,"Low","Clear"
62000,"Working Professional",45,"GrabFood","Hanoi","Moca Wallet","Mobile App",2.31,10.9,"Evening","Weekday","None",0,"Medium","Rain"
339000,"Working Professional",31,"GrabFood","Ho Chi Minh City","Cash","Mobile App",2.45,11.9,"Lunch","Weekend","WELCOME",3000,"Medium","Cloudy"
126000,"Student",40,"GrabFood","Ho Chi Minh City","Cash","Mobile App",4.75,18.2,"Afternoon","Weekend","WEEKEND",7000,"Medium","Heavy Rain"
139000,"Family",34,"GrabFood","Nha Trang","Moca Wallet","Mobile App",4.65,12,"Early Morning","Weekday","WEEKEND",6000,"Medium","Cloudy"
80000,"Working Professional",59,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",2.7,10.5,"Afternoon","Weekday","WEEKEND",3000,"High","Cloudy"
426000,"Working Professional",32,"GrabMart","Hai Phong","Card","Mobile App",2.22,16.2,"Early Morning","Weekday","WEEKEND",3000,"Severe","Cloudy"
247000,"Student",47,"GrabFood","Ho Chi Minh City","Card","Mobile App",2.52,7.9,"Early Morning","Weekend","RIDE10",4000,"Low","Clear"
328000,"Working Professional",33,"GrabFood","Bien Hoa","Cash","Mobile App",2.2,6.1,"Afternoon","Weekday","RIDE10",1000,"Low","Clear"
275000,"Working Professional",27,"GrabMart","Ho Chi Minh City","Moca Wallet","Partner App",11.7,56.3,"Afternoon","Weekday","LOYALTY",12000,"Severe","Clear"
270000,"Student",41,"GrabFood","Ho Chi Minh City","Card","Mobile App",2.36,10.4,"Night","Weekday","None",0,"Low","Clear"
324000,"Tourist",45,"GrabFood","Da Nang","Cash","Mobile App",6.98,32.5,"Afternoon","Weekend","None",0,"Severe","Cloudy"
296000,"Family",46,"GrabMart","Can Tho","Cash","Mobile App",4.03,13.2,"Early Morning","Weekday","WEEKEND",3000,"Medium","Unknown"
406000,"Student",29,"GrabMart","Hanoi","Card","Mobile App",16.2,109.7,"Evening","Weekday","None",0,"Severe","Cloudy"
399000,"Tourist",51,"GrabFood","Bien Hoa","Card","Mobile App",4.77,24.4,"Night","Weekday","RIDE10",4000,"Medium","Clear"
392000,"Frequent User",42,"GrabMart","Da Nang","Cash","Mobile App",1.66,7.7,"Early Morning","Weekday","RIDE10",4000,"High","Cloudy"
132000,"Student",27,"GrabFood","Hanoi","Card","Mobile App",2.42,13.1,"Lunch","Weekday","None",0,"Medium","Rain"
94000,"Corporate",33,"GrabFood","Ho Chi Minh City","Moca Wallet","Mobile App",2.51,17.2,"Evening","Weekday","WEEKEND",7000,"Severe","Cloudy"
55000,"Family",23,"GrabFood","Da Nang","Cash","Mobile App",12.3,47.6,"Early Morning","Weekday","None",0,"Low","Clear"
80000,"Working Professional",41,"GrabMart","Da Nang","Card","Mobile App",2.4,8.4,"Night","Weekend","Unknown",0,"Medium","Cloudy"
118000,"Corporate",36,"GrabFood","Ho Chi Minh City","Card","Mobile App",2.25,13.9,"Night","Weekend","WEEKEND",5000,"High","Clear"
99000,"Corporate",56,"GrabFood","Da Nang","Card","Mobile App",3.87,15.5,"Early Morning","Weekday","None",0,"Low","Cloudy"
313000,"Corporate",51,"GrabFood","Hanoi","Moca Wallet","Partner App",0.81,3.7,"Morning","Weekday","WEEKEND",3000,"Medium","Clear"
178000,"Working Professional",60,"GrabFood","Hanoi","Moca Wallet","Mobile App",7.08,30.4,"Evening","Weekend","WEEKEND",10000,"Medium","Heavy Rain"
