"booking_id","booking_datetime","city","service_type","customer_segment","customer_age","driver_status","driver_experience_years","payment_method","booking_channel","distance_km","estimated_duration_min","actual_duration_min","waiting_time_min","traffic_level","weather_condition","promo_code_used","discount_amount_vnd","basket_value_vnd","fare_amount_vnd","driver_rating","customer_rating","completed_flag","cancellation_reason","loyalty_points_earned","booking_hour","booking_day","is_weekend","time_period","estimated_speed_kmh","distance_invalid","distance_km_clean"
"GB2025002746",2025-08-07 06:54:00,"Bien Hoa","GrabFood","Corporate",37,"New",3,"Cash","Mobile App",4.86,14.1,13.7,1.9,"Medium","Cloudy","None",0,409000,22000,"4.5","4.4","1",NA,"2",6,"Thursday","Weekday","Morning",20.6808510638298,FALSE,4.86
"GB2025002750",2025-10-12 06:43:00,"Da Nang","GrabFood","Frequent User",53,"Preferred",1.5,"Cash","Mobile App",1.63,5.8,7.3,4.9,"Low",NA,"None",0,238000,24000,"4.7","5","1",NA,"2",6,"Sunday","Weekend","Morning",16.8620689655172,FALSE,1.63
"GB2025002755",2025-02-05 18:37:00,"Ho Chi Minh City","GrabFood","Corporate",38,"Preferred",4.9,"Cash","Mobile App",5.57,29.3,36.7,10.4,"High","Clear","LOYALTY",4000,336000,15000,"5","4.1","1",NA,"1",18,"Wednesday","Weekday","Evening",11.4061433447099,FALSE,5.57
"GB2025002757",2025-03-08 23:23:00,"Hanoi","GrabFood","Tourist",41,"Preferred",2.3,"Cash","Mobile App",3.34,10.9,13.3,7.6,"Medium","Clear","FOOD20",4000,64000,8000,"4.7","4.7","1",NA,"0",23,"Saturday","Weekend","Night",18.3853211009174,FALSE,3.34
"GB2025002760",2025-06-19 03:40:00,"Hai Phong","GrabFood","Family",29,"Preferred",3.3,"Cash","Mobile App",1.6,9,10.4,4.4,"High","Rain","None",0,211000,10000,"4.9","4.7","1",NA,"1",3,"Thursday","Weekday","Early Morning",10.6666666666667,FALSE,1.6
"GB2025002766",2025-03-04 11:13:00,"Ho Chi Minh City","GrabMart","Corporate",26,"Standard",0.7,"Moca Wallet","Mobile App",1.76,8.5,8.3,2.6,"Medium","Clear","None",0,402000,29000,"5","4.5","1",NA,"2",11,"Tuesday","Weekday","Lunch",12.4235294117647,FALSE,1.76
"GB2025002768",2025-06-28 14:07:00,"Bien Hoa","GrabFood","Family",31,"High Performer",4.7,"Moca Wallet","Mobile App",1.99,6,8,6,"Low","Cloudy","WEEKEND",4000,192000,9000,"4.0","4.7","1",NA,"0",14,"Saturday","Weekend","Afternoon",19.9,FALSE,1.99
"GB2025002774",2025-05-07 16:40:00,"Da Nang","GrabFood","Family",54,"Standard",0.8,"Card","Mobile App",2.97,14.1,17.7,6.5,NA,"Cloudy","WEEKEND",3000,402000,18000,NA,"4.8","1",NA,"1",16,"Wednesday","Weekday","Afternoon",12.6382978723404,FALSE,2.97
"GB2025002776",2025-01-13 05:34:00,"Hai Phong","GrabFood","Student",49,"Preferred",1.3,"Corporate Account","Mobile App",5.01,13.1,15.3,6.1,"Low","Clear","RIDE10",3000,134000,7000,"4.7","4.9","1",NA,"0",5,"Monday","Weekday","Early Morning",22.9465648854962,FALSE,5.01
"GB2025002779",2025-03-27 17:46:00,"Ho Chi Minh City","GrabMart","Corporate",34,"High Performer",1.9,"Card","Mobile App",6.78,21.7,19.9,11.8,"High","Cloudy","None",0,273000,41000,"5","5","1",NA,"4",17,"Thursday","Weekday","Evening",18.7465437788018,FALSE,6.78
"GB2025002780",2025-04-27 11:20:00,"Ho Chi Minh City","GrabFood","Corporate",23,"Preferred",0.8,"Corporate Account","Mobile App",4.86,21.1,27.7,5.5,"Low","Cloudy","WEEKEND",6000,166000,14000,"4.6","4.4","1",NA,"1",11,"Sunday","Weekend","Lunch",13.8199052132701,FALSE,4.86
"GB2025002786",2025-01-12 13:06:00,"Hue","GrabFood","Tourist",34,"Standard",NA,"Card","Mobile App",1.14,6,5.8,7.2,"High","Clear","None",0,55000,8000,"4.9","4.0","1",NA,"0",13,"Sunday","Weekend","Lunch",11.4,FALSE,1.14
"GB2025002787",2025-03-04 22:24:00,"Ho Chi Minh City","GrabFood","Corporate",53,"New",0.8,"Cash","Mobile App",4.39,18.9,17.2,1.5,"Low","Clear","LOYALTY",6000,243000,14000,"4.3","4.1","1",NA,"1",22,"Tuesday","Weekday","Night",13.9365079365079,FALSE,4.39
"GB2025002789",2025-10-29 20:52:00,"Ho Chi Minh City","GrabFood","Corporate",47,"Preferred",2.2,"Corporate Account","Mobile App",2.07,10.1,10.7,4.1,"Medium","Cloudy","RIDE10",2000,355000,12000,"4.6","5","1",NA,"1",20,"Wednesday","Weekday","Evening",12.2970297029703,FALSE,2.07
"GB2025002792",2025-01-23 10:28:00,"Hanoi","GrabFood","Frequent User",25,"Preferred",0.3,"Cash","Mobile App",2.38,8.1,8.4,5.9,"Medium","Clear","RIDE10",2000,192000,14000,"5.0","5","1",NA,"1",10,"Thursday","Weekday","Morning",17.6296296296296,FALSE,2.38
"GB2025002799",2025-04-07 09:49:00,"Ho Chi Minh City","GrabMart","Working Professional",25,"New",0.6,"Cash","Mobile App",8.95,43.4,58.2,8.8,"Medium","Cloudy","None",0,212000,28000,"4.3","5","1",NA,"2",9,"Monday","Weekday","Morning",12.3732718894009,FALSE,8.95
"GB2025002801",2025-10-07 04:55:00,"Nha Trang","GrabMart","Tourist",22,"New",3.2,"Card","Mobile App",2.91,7,6,1.6,NA,"Clear","None",0,172000,19000,"4.4","4.9","1",NA,"1",4,"Tuesday","Weekday","Early Morning",24.9428571428571,FALSE,2.91
"GB2025002808",2025-04-28 22:41:00,"Ho Chi Minh City","GrabFood","Frequent User",61,"Standard",0.4,"Cash","Mobile App",1.7,4.5,4.2,3.4,"Medium","Clear","RIDE10",2000,231000,11000,"4.3","4.7","1",NA,"1",22,"Monday","Weekday","Night",22.6666666666667,FALSE,1.7
"GB2025002812",2025-05-21 05:18:00,"Ho Chi Minh City","GrabMart","Family",31,"New",3.3,"Moca Wallet","Mobile App",3.27,13.3,17.2,3.6,"Low","Clear","WEEKEND",4000,45000,5000,"4.7","4.4","1",NA,"0",5,"Wednesday","Weekday","Early Morning",14.7518796992481,FALSE,3.27
"GB2025002815",2025-11-24 19:34:00,"Ho Chi Minh City","GrabMart","Student",25,"Standard",1.4,"Card","Mobile App",3.13,9.9,12.3,11.1,"Medium","Rain","LOYALTY",5000,351000,14000,"4.8","3.8","1",NA,"1",19,"Monday","Weekday","Evening",18.969696969697,FALSE,3.13
"GB2025002816",2025-12-06 23:06:00,"Ho Chi Minh City","GrabFood","Frequent User",30,"New",1.8,"Cash","Mobile App",1.44,6.8,8,4.8,"Low","Cloudy","None",0,159000,7000,"4.8","4.1","1",NA,"0",23,"Saturday","Weekend","Night",12.7058823529412,FALSE,1.44
"GB2025002818",2025-01-07 18:05:00,"Ho Chi Minh City","GrabFood","Frequent User",19,"High Performer",0.8,"Moca Wallet","Mobile App",6.37,37.6,39.2,10.8,"High","Cloudy","None",0,426000,28000,"4.8","4.9","1",NA,"2",18,"Tuesday","Weekday","Evening",10.1648936170213,FALSE,6.37
"GB2025002819",2025-09-17 23:55:00,"Ho Chi Minh City","GrabFood","Working Professional",54,"Standard",NA,"Moca Wallet","Mobile App",4.87,18.1,21.8,8.7,"Medium","Clear","None",0,316000,35000,"4.3","3.4","1",NA,"3",23,"Wednesday","Weekday","Night",16.1436464088398,FALSE,4.87
"GB2025002820",2025-11-03 07:05:00,"Hai Phong","GrabFood","Corporate",46,"New",0.8,"Card","Mobile App",2.42,5.5,6.1,7.2,"Low","Clear","None",0,69000,10000,"4.4","4.3","1",NA,"1",7,"Monday","Weekday","Morning",26.4,FALSE,2.42
"GB2025002821",2025-02-18 22:47:00,"Hai Phong","GrabMart","Working Professional",59,"Standard",NA,"Moca Wallet","Mobile App",2.89,16.8,-14.3,5.8,"High","Cloudy","RIDE10",2000,395000,21000,"3.8","4.1","1",NA,"2",22,"Tuesday","Weekday","Night",10.3214285714286,FALSE,2.89
"GB2025002822",2025-07-19 00:45:00,"Hanoi","GrabFood","Frequent User",36,"High Performer",4.5,"Cash","Mobile App",1.45,5.4,5.2,8.2,"High",NA,"MART15",1000,293000,21000,"4.5","5","1",NA,"2",0,"Saturday","Weekend","Early Morning",16.1111111111111,FALSE,1.45
"GB2025002825",2025-05-16 22:18:00,"Can Tho","GrabFood","Student",26,"New",1.6,"Corporate Account","Mobile App",11.28,50.9,50.6,2.4,"Medium",NA,"None",0,347000,32000,"4.5","4.1","1",NA,"3",22,"Friday","Weekday","Night",13.2966601178782,FALSE,11.28
"GB2025002827",2025-08-29 18:01:00,"Ho Chi Minh City","GrabFood","Tourist",36,"Standard",1.5,"Cash","Mobile App",16.96,72.8,77.4,NA,"High","Clear","MART15",9000,59000,39000,"4.3","4.6","1",NA,"3",18,"Friday","Weekday","Evening",13.978021978022,FALSE,16.96
"GB2025002828",2025-09-09 09:50:00,"Bien Hoa","GrabFood","Frequent User",20,"Standard",4.1,"Cash","Mobile App",1.8,4.8,5.3,4.4,"Low","Cloudy","None",0,247000,22000,"4.5","4.1","1",NA,"2",9,"Tuesday","Weekday","Morning",22.5,FALSE,1.8
"GB2025002829",2025-08-18 18:45:00,"Hue","GrabFood","Family",45,"High Performer",3.8,"Card","Mobile App",3.25,19.6,23.9,2.2,"High","Clear","None",0,312000,19000,"4.4","4.3","1",NA,"1",18,"Monday","Weekday","Evening",9.94897959183673,FALSE,3.25
"GB2025002841",2025-11-16 23:01:00,"Ho Chi Minh City","GrabMart","Frequent User",48,"High Performer",3,"Cash","Mobile App",6.46,16,17,1.9,"Low","Cloudy","FOOD20",4000,415000,15000,"5","4.8","1",NA,"1",23,"Sunday","Weekend","Night",24.225,FALSE,6.46
"GB2025002843",2025-03-12 07:07:00,"Ho Chi Minh City","GrabFood","Working Professional",55,"New",1.4,"Cash","Mobile App",2.57,15.6,15.8,12,"High","Clear","FOOD20",2000,404000,25000,"3.7","4.1","1",NA,"2",7,"Wednesday","Weekday","Morning",9.88461538461539,FALSE,2.57
"GB2025002844",2025-12-01 10:13:00,"Hanoi","GrabFood","Student",57,"New",5.5,"Moca Wallet","Mobile App",2.58,9.2,9.6,8.6,"Severe","Clear","None",0,306000,31000,"4.7","3.9","1",NA,"3",10,"Monday","Weekday","Morning",16.8260869565217,FALSE,2.58
"GB2025002846",2025-01-25 19:42:00,"Ho Chi Minh City","GrabFood","Corporate",62,"Preferred",2.1,"Card","Mobile App",2.96,8.6,8.6,7.7,"Medium","Cloudy","None",0,233000,19000,"5","3.2","1",NA,"1",19,"Saturday","Weekend","Evening",20.6511627906977,FALSE,2.96
"GB2025002849",2025-03-14 22:42:00,"Hanoi","GrabMart","Student",58,"New",1.3,"Cash","Mobile App",3.32,16.3,16.5,5.8,"Medium","Clear","None",0,439000,35000,"4.1","3.7","1",NA,"3",22,"Friday","Weekday","Night",12.2208588957055,FALSE,3.32
"GB2025002851",2025-02-09 14:07:00,"Ho Chi Minh City","GrabFood","Frequent User",24,"Standard",1.7,"Moca Wallet","Mobile App",4.07,12.4,12.7,12.9,"Medium","Rain","None",0,46000,12000,"4.5","4.4","1",NA,"1",14,"Sunday","Weekend","Afternoon",19.6935483870968,FALSE,4.07
"GB2025002853",2025-03-27 01:23:00,"Ho Chi Minh City","GrabFood","Corporate",50,"New",3.1,"Card","Mobile App",1.7,3.8,4.4,7.3,"Low","Clear","None",0,213000,20000,"4.2","4.7","1",NA,"2",1,"Thursday","Weekday","Early Morning",26.8421052631579,FALSE,1.7
"GB2025002855",2025-12-19 03:49:00,"Hanoi","GrabMart","Student",26,"High Performer",3.6,"Card","Mobile App",4.6,21.5,21.7,9.4,"Medium","Rain","None",0,101000,17000,"4.5","3.9","1",NA,"1",3,"Friday","Weekday","Early Morning",12.8372093023256,FALSE,4.6
"GB2025002856",2025-04-26 15:35:00,"Ho Chi Minh City","GrabFood","Tourist",51,"Preferred",5,"Moca Wallet","Mobile App",4.41,18.2,20.2,7.5,"Medium","Cloudy","FOOD20",6000,135000,9000,"5","5","1",NA,"0",15,"Saturday","Weekend","Afternoon",14.5384615384615,FALSE,4.41
"GB2025002862",2025-10-20 17:11:00,"Bien Hoa","GrabMart","Frequent User",42,"New",6.5,"Corporate Account","Mobile App",3.03,10.9,11.6,5.5,"Low","Clear","None",0,207000,15000,"4.3","4.0","1",NA,"1",17,"Monday","Weekday","Evening",16.6788990825688,FALSE,3.03
"GB2025002865",2025-08-25 00:40:00,"Hanoi","GrabFood","Frequent User",33,"High Performer",1.3,"Card","Mobile App",NA,22.8,20.4,5.3,"Medium","Rain","None",0,76000,14000,"4.6","5","1",NA,"1",0,"Monday","Weekday","Early Morning",NA,NA,NA
"GB2025002867",2025-11-19 20:31:00,"Ho Chi Minh City","GrabMart","Working Professional",59,"New",2.9,"Card","Mobile App",1.62,3.7,4.6,4.7,"Low","Cloudy",NA,0,238000,14000,"4.5","3.1","1",NA,"1",20,"Wednesday","Weekday","Evening",26.2702702702703,FALSE,1.62
"GB2025002876",2025-05-14 20:59:00,"Ho Chi Minh City","GrabMart","Family",26,"New",0.7,"Cash","Mobile App",2.97,11.3,10.5,7.6,"Medium","Cloudy","None",0,175000,16000,"5","3.8","1",NA,"1",20,"Wednesday","Weekday","Evening",15.7699115044248,FALSE,2.97
"GB2025002877",2025-11-18 19:59:00,"Hanoi","GrabFood","Student",51,"Preferred",5.4,"Card","Mobile App",2.51,10.3,10.8,1.7,"Medium","Rain","FOOD20",3000,372000,28000,NA,NA,"0","Customer changed mind","0",19,"Tuesday","Weekday","Evening",14.621359223301,FALSE,2.51
"GB2025002879",2025-12-29 02:38:00,"Da Nang","GrabFood","Family",57,"Preferred",1.8,"Moca Wallet","Mobile App",7.25,33.4,35.9,14.2,"High","Rain","None",0,192000,21000,"4.6","4.4","1",NA,"2",2,"Monday","Weekday","Early Morning",13.0239520958084,FALSE,7.25
"GB2025002884",2025-10-17 11:37:00,"Ho Chi Minh City","GrabFood","Family",41,"High Performer",4.1,"Moca Wallet","Mobile App",3.35,12.3,15.2,2.7,"Low","Cloudy","None",0,354000,22000,"4.9","5.0","1",NA,"2",11,"Friday","Weekday","Lunch",16.3414634146341,FALSE,3.35
"GB2025002887",2025-07-13 14:12:00,"Nha Trang","GrabFood","Student",39,"Standard",2.4,"Moca Wallet","Mobile App",7.46,28.2,36.1,5.3,"Low","Cloudy","None",0,321000,17000,"4.8",NA,"1",NA,"1",14,"Sunday","Weekend","Afternoon",15.8723404255319,FALSE,7.46
"GB2025002892",2025-10-27 15:50:00,"Ho Chi Minh City","GrabFood","Working Professional",59,"Standard",0.1,"Card","Mobile App",6.17,24.1,28,8.4,"High","Clear","FOOD20",5000,397000,29000,"4.6","4.8","1",NA,"2",15,"Monday","Weekday","Afternoon",15.3609958506224,FALSE,6.17
"GB2025002895",2025-12-16 21:40:00,"Hanoi","GrabMart","Student",55,"Preferred",2.9,"Card","Mobile App",2.12,13.4,11.8,7.5,"High","Cloudy","None",0,255000,26000,"4.6","5","1",NA,"2",21,"Tuesday","Weekday","Night",9.49253731343284,FALSE,2.12
"GB2025002896",2025-12-20 11:57:00,"Ho Chi Minh City","GrabMart","Family",33,"New",1.5,"Moca Wallet","Mobile App",2.07,13,11.9,3.8,"High","Cloudy","FOOD20",2000,238000,17000,"4.6","5","1",NA,"1",11,"Saturday","Weekend","Lunch",9.55384615384615,FALSE,2.07
"GB2025002900",2025-06-09 21:28:00,"Hanoi","GrabFood","Tourist",46,"High Performer",3.3,"Moca Wallet","Mobile App",3.44,15.7,16.4,6,"Low","Cloudy","None",0,372000,28000,"4.6","5","1",NA,"2",21,"Monday","Weekday","Night",13.1464968152866,FALSE,3.44
"GB2025002902",2025-01-22 05:23:00,"Hai Phong","GrabFood","Tourist",59,"New",0.7,"Card","Mobile App",7.05,26.2,33.4,1.3,"Low","Clear","None",0,314000,22000,"4.5","4.3","1",NA,"2",5,"Wednesday","Weekday","Early Morning",16.1450381679389,FALSE,7.05
"GB2025002903",2025-07-22 13:24:00,"Ho Chi Minh City","GrabFood","Family",24,"Preferred",1.2,"Cash","Mobile App",4.22,17.3,22.2,9,"Medium","Rain","MART15",4000,336000,29000,"4.9","4.4","1",NA,"2",13,"Tuesday","Weekday","Lunch",14.635838150289,FALSE,4.22
"GB2025002904",2025-06-30 13:43:00,"Hanoi","GrabMart","Frequent User",32,"Preferred",5.6,"Cash","Mobile App",2.94,13.7,17.6,8.6,"Medium","Clear","None",0,107000,12000,"5","4.6","1",NA,"1",13,"Monday","Weekday","Lunch",12.8759124087591,FALSE,2.94
"GB2025002906",2025-11-03 18:20:00,"Da Nang","GrabFood","Corporate",60,"Standard",2.1,"Cash","Mobile App",2.57,8.5,8.3,8.7,"High","Clear","FOOD20",3000,146000,NA,"4.3","4.3","1",NA,"1",18,"Monday","Weekday","Evening",18.1411764705882,FALSE,2.57
"GB2025002907",2025-04-24 09:30:00,"Hanoi","GrabFood","Student",50,"High Performer",3.1,"Moca Wallet","Mobile App",3.26,17.9,22.1,4.7,"Medium","Cloudy","None",0,185000,21000,"4.7","5","1",NA,"2",9,"Thursday","Weekday","Morning",10.927374301676,FALSE,3.26
"GB2025002910",2025-08-02 07:57:00,"Ho Chi Minh City","GrabMart","Tourist",21,"Standard",0.9,"Cash","Mobile App",1.68,7.4,7.3,13.7,"Severe","Cloudy","None",0,114000,16000,NA,NA,"1",NA,"1",7,"Saturday","Weekend","Morning",13.6216216216216,FALSE,1.68
"GB2025002912",2025-01-24 19:37:00,"Hai Phong","GrabFood","Tourist",46,"Standard",0.6,"Moca Wallet","Mobile App",2.23,10,11.4,10.3,"Severe","Rain","None",0,65000,12000,"4.1","4.4","1",NA,"1",19,"Friday","Weekday","Evening",13.38,FALSE,2.23
"GB2025002915",2025-03-17 21:52:00,"Can Tho","GrabMart","Working Professional",28,"Preferred",1.5,"Card","Mobile App",3.38,13.7,13.3,11.9,"High","Clear","None",0,378000,25000,NA,"3.6","1",NA,"2",21,"Monday","Weekday","Night",14.8029197080292,FALSE,3.38
"GB2025002917",2025-03-14 18:41:00,"Ho Chi Minh City","GrabFood","Corporate",51,"New",2.7,"Card","Mobile App",2.61,15.7,14,6.2,"Severe","Clear","None",0,316000,25000,"4.4","4.7","1",NA,"2",18,"Friday","Weekday","Evening",9.97452229299363,FALSE,2.61
"GB2025002919",2025-03-22 17:18:00,"Ho Chi Minh City","GrabFood","Family",38,"Preferred",2.9,"Cash","Mobile App",3.82,19.3,19.3,9.1,"Medium","Cloudy","None",0,121000,20000,"4.9","4.4","1",NA,"2",17,"Saturday","Weekend","Evening",11.8756476683938,FALSE,3.82
"GB2025002920",2025-07-02 14:07:00,"Ho Chi Minh City","GrabMart","Working Professional",22,"Preferred",6,"Cash","Mobile App",6.77,31.6,29.2,3.1,"Low","Rain","None",0,148000,21000,NA,NA,"0","Payment issue","0",14,"Wednesday","Weekday","Afternoon",12.8544303797468,FALSE,6.77
"GB2025002921",2025-05-23 18:10:00,"Ho Chi Minh City","GrabMart","Working Professional",59,"High Performer",3.5,"Cash","Mobile App",2.89,19.5,16.8,8.8,"Severe","Clear","None",0,208000,19000,"4.8","4.8","1",NA,"1",18,"Friday","Weekday","Evening",8.89230769230769,FALSE,2.89
"GB2025002923",2025-05-19 17:02:00,"Can Tho","GrabMart","Tourist",49,"High Performer",2.3,"Cash","Mobile App",4.08,14.9,14.3,2.3,"Low","Clear","RIDE10",5000,342000,24000,"4.4","5","1",NA,"2",17,"Monday","Weekday","Evening",16.4295302013423,FALSE,4.08
"GB2025002931",2025-02-18 17:25:00,"Hanoi","GrabFood","Student",33,"Preferred",1.3,"Moca Wallet","Mobile App",2.87,15.6,20.3,7.8,"High","Clear","None",0,133000,14000,"4.3","4.0","1",NA,"1",17,"Tuesday","Weekday","Evening",11.0384615384615,FALSE,2.87
"GB2025002946",2025-06-07 16:41:00,"Hue","GrabFood","Frequent User",28,"High Performer",3.7,"Cash","Web Booking",5.2,17.3,17.2,6.2,"Medium","Clear","None",0,287000,20000,"4.4","3.8","1",NA,"2",16,"Saturday","Weekend","Afternoon",18.0346820809249,FALSE,5.2
"GB2025002954",2025-05-20 21:55:00,"Can Tho","GrabFood","Working Professional",28,"Standard",2.6,NA,"Mobile App",1.57,7.8,NA,1.8,"High","Cloudy","WELCOME",2000,72000,8000,"4.5","5.0","1",NA,"0",21,"Tuesday","Weekday","Night",12.0769230769231,FALSE,1.57
"GB2025002956",2025-05-15 07:32:00,"Hanoi","GrabFood","Working Professional",24,"Preferred",5.1,"Cash","Mobile App",2.33,9.7,10.7,9,"Medium","Clear","LOYALTY",5000,248000,15000,"5","4.4","1",NA,"1",7,"Thursday","Weekday","Morning",14.4123711340206,FALSE,2.33
"GB2025002963",2025-12-04 02:12:00,"Ho Chi Minh City","GrabMart","Corporate",47,"Preferred",1.2,"Moca Wallet","Mobile App",2.33,12.8,14.7,5.4,"Medium","Rain","WELCOME",3000,52000,8000,NA,NA,"0","App issue","0",2,"Thursday","Weekday","Early Morning",10.921875,FALSE,2.33
"GB2025002965",2025-06-16 19:57:00,"Hue","GrabFood","Tourist",56,"Preferred",3,"Cash","Mobile App",2.95,10.9,10.1,8.4,"High","Cloudy","None",0,171000,20000,"4.4","3.7","1",NA,"2",19,"Monday","Weekday","Evening",16.2385321100917,FALSE,2.95
"GB2025002967",2025-12-21 04:25:00,"Hanoi","GrabFood","Student",18,"New",5.3,"Cash","Mobile App",2.09,8.5,11.1,6.7,"Low","Clear","None",0,217000,20000,"5.0","4.9","1",NA,"2",4,"Sunday","Weekend","Early Morning",14.7529411764706,FALSE,2.09
"GB2025002969",2025-01-02 11:34:00,"Hanoi","GrabFood","Corporate",23,"Preferred",0.9,"Moca Wallet","Mobile App",8.16,32.6,30.6,8.4,"Medium","Clear","None",0,193000,26000,"4.9","4.1","1",NA,"2",11,"Thursday","Weekday","Lunch",15.0184049079755,FALSE,8.16
"GB2025002974",2025-03-29 09:58:00,"Ho Chi Minh City","GrabFood","Student",20,"High Performer",4.3,"Card","Mobile App",1.3,5.1,5.9,9.1,"High","Clear","None",0,128000,17000,"4.7",NA,"1",NA,"1",9,"Saturday","Weekend","Morning",15.2941176470588,FALSE,1.3
"GB2025002980",2025-11-05 16:13:00,"Da Nang","GrabFood","Family",51,"High Performer",7.4,"Card","Mobile App",2.71,9.9,12.9,12.9,"High","Rain","FOOD20",2000,89000,NA,"4.0","4.4","1",NA,"0",16,"Wednesday","Weekday","Afternoon",16.4242424242424,FALSE,2.71
"GB2025002982",2025-03-20 08:37:00,"Ho Chi Minh City","GrabMart","Family",43,"Standard",2.1,"Moca Wallet","Mobile App",4.01,18.9,23.3,7.1,"Low","Clear","None",0,418000,30000,"4.7","5","1",NA,"3",8,"Thursday","Weekday","Morning",12.7301587301587,FALSE,4.01
"GB2025002985",2025-09-25 04:51:00,"Ho Chi Minh City","GrabFood","Student",28,"Standard",3.2,"Moca Wallet","Mobile App",0.81,2.6,3.1,10.3,"Medium","Rain","None",0,149000,16000,"4.3","4.4","1",NA,"1",4,"Thursday","Weekday","Early Morning",18.6923076923077,FALSE,0.81
"GB2025002986",2025-07-14 05:41:00,"Hanoi","GrabFood","Student",61,"Preferred",2.2,"Cash","Mobile App",9.01,36,35.7,8.6,"Medium","Clear","LOYALTY",6000,380000,32000,"4.3",NA,"1",NA,"3",5,"Monday","Weekday","Early Morning",15.0166666666667,FALSE,9.01
"GB2025002987",2025-12-26 01:46:00,"Ho Chi Minh City","GrabFood","Corporate",57,"Preferred",9.8,"Corporate Account","Mobile App",5.31,17.5,15.1,5.2,"Low","Clear","None",0,218000,19000,"4.2","4.6","1",NA,"1",1,"Friday","Weekday","Early Morning",18.2057142857143,FALSE,5.31
"GB2025002990",2025-08-11 11:29:00,"Da Nang","GrabFood","Working Professional",48,"High Performer",3.6,"Card","Mobile App",1.12,4.3,4.6,7.1,"Medium","Cloudy","WELCOME",3000,352000,28000,"4.7","5","1",NA,"2",11,"Monday","Weekday","Lunch",15.6279069767442,FALSE,1.12
"GB2025002995",2025-10-04 01:39:00,"Da Nang","GrabFood","Family",60,"New",3.8,"Moca Wallet","Mobile App",NA,36.6,NA,3.5,"Medium","Clear","None",0,69000,15000,"5","4.7","1",NA,"1",1,"Saturday","Weekend","Early Morning",NA,NA,NA
"GB2025002996",2025-03-24 05:52:00,"Ho Chi Minh City","GrabMart","Working Professional",33,"Standard",2.7,"Corporate Account","Mobile App",5.9,20.3,21,3.3,"Low","Clear","None",0,235000,20000,"4.8","4.7","1",NA,"2",5,"Monday","Weekday","Early Morning",17.4384236453202,FALSE,5.9
"GB2025002999",2025-01-08 01:25:00,"Hanoi","GrabFood","Corporate",NA,"New",4.8,"Moca Wallet","Mobile App",1.21,4.2,4.6,3,"Low","Rain","None",0,62000,8000,"4.1","4.7","1",NA,"0",1,"Wednesday","Weekday","Early Morning",17.2857142857143,FALSE,1.21
"GB2025003000",2025-02-10 05:36:00,"Hai Phong","GrabFood","Frequent User",45,"Preferred",2.6,"Moca Wallet","Mobile App",1.41,4.2,5.1,1.2,"Low","Clear","None",0,378000,16000,"5","4.3","1",NA,"1",5,"Monday","Weekday","Early Morning",20.1428571428571,FALSE,1.41
"GB2025003001",2025-12-20 21:58:00,"Can Tho","GrabFood","Frequent User",36,"Standard",1.1,"Cash","Mobile App",3.93,19.3,25.4,1.8,NA,NA,"None",0,140000,17000,"5.0","3.9","1",NA,"1",21,"Saturday","Weekend","Night",12.2176165803109,FALSE,3.93
"GB2025003002",2025-12-12 16:56:00,"Ho Chi Minh City","GrabFood","Tourist",47,"Preferred",1.5,"Cash","Mobile App",7.76,34.6,42.2,7.6,"Low","Cloudy","LOYALTY",9000,96000,11000,"4.6","4.8","1",NA,"1",16,"Friday","Weekday","Afternoon",13.4566473988439,FALSE,7.76
"GB2025003004",2025-03-09 06:27:00,"Hanoi","GrabFood","Student",21,"New",2.5,"Cash","Mobile App",2.87,17.7,17.4,9.1,"High","Cloudy","None",0,146000,13000,"4.2","3.8","1",NA,"1",6,"Sunday","Weekend","Morning",9.72881355932203,FALSE,2.87
"GB2025003009",2025-01-06 07:56:00,"Hue","GrabFood","Student",59,"New",0.4,"Cash","Mobile App",4.48,22.6,19.3,1.5,"Medium","Cloudy","WELCOME",8000,350000,22000,"5","3.8","1",NA,"2",7,"Monday","Weekday","Morning",11.8938053097345,FALSE,4.48
"GB2025003016",2025-09-05 06:36:00,"Hanoi","GrabFood","Frequent User",59,"New",2.2,"Cash","Mobile App",4.81,13.7,12.4,2.8,"Medium","Rain","FOOD20",3000,449000,31000,NA,NA,"0","Customer changed mind","0",6,"Friday","Weekday","Morning",21.0656934306569,FALSE,4.81
"GB2025003017",2025-04-17 06:35:00,"Hanoi","GrabFood","Student",29,"New",1.1,"Moca Wallet","Mobile App",3.07,10.8,14.3,1.8,"Low","Rain","None",0,150000,11000,"4.6","4.4","1",NA,"1",6,"Thursday","Weekday","Morning",17.0555555555556,FALSE,3.07
"GB2025003023",2025-04-07 17:02:00,"Ho Chi Minh City","GrabMart","Frequent User",53,"High Performer",0.5,"Moca Wallet","Partner App",1.05,6,5.6,9.4,"High","Cloudy","None",0,366000,18000,"4.3","4.5","1",NA,"1",17,"Monday","Weekday","Evening",10.5,FALSE,1.05
"GB2025003025",2025-07-28 12:06:00,"Da Nang","GrabFood","Family",56,"High Performer",1.6,"Moca Wallet","Mobile App",2.97,13.6,13.3,6.9,NA,"Rain","WELCOME",5000,329000,22000,"4.6","4.2","1",NA,"2",12,"Monday","Weekday","Lunch",13.1029411764706,FALSE,2.97
